spotifyId,spotifyUri,name,artist,album,duration,genre,sadnessScore,joyScore,angerScore,fearScore,surpriseScore,danceability,energy,valence,acousticness,instrumentalness
5VIA5KhzgzEAjdF7xs5txe,spotify:track:5VIA5KhzgzEAjdF7xs5txe,Jeito de Mato/Céu Vermelho,/paula-fernandes/,Multishow Ao Vivo Paula Fernandes - Um Ser Amor (Deluxe Version / Multishow Ao Vivo / 2013),283466,sertanejo,0.2313773553818461,0.3180519274901591,0.1234026445075867,0.1092340756207703,0.0347773772664367,,,,,
2PIWldP9oUhb9iqe3EJh1e,spotify:track:2PIWldP9oUhb9iqe3EJh1e,Juntos (Part. Fãs),/paula-fernandes/,Juntos,204000,sertanejo,0.2548084394074974,0.1989932155702257,0.1620981220621613,0.1293842059094457,0.0221597224008289,,,,,
2PIWldP9oUhb9iqe3EJh1e,spotify:track:2PIWldP9oUhb9iqe3EJh1e,Juntos (Part. Luan Santana),/paula-fernandes/,Juntos,204000,sertanejo,0.2906382765620944,0.219730401411652,0.1536960254423318,0.1146436556708066,0.0183993009850381,,,,,
3OqJYwV4Sr6RjP7uHR7D1t,spotify:track:3OqJYwV4Sr6RjP7uHR7D1t,Ladrão de Mulher / a Coisa Tá Feia / Pagode (Part. César Menotti),/paula-fernandes/,"Origens (Ao Vivo Em Sete Lagoas, Brazil / 2019)",269537,sertanejo,0.131358844460919,0.0389931842801156,0.5426233187317847,0.1024289694614706,0.0148889932315795,,,,,
0xUHUmWSil967FF5yqDHqi,spotify:track:0xUHUmWSil967FF5yqDHqi,Long Live,/paula-fernandes/,Meus Encantos (Brazil Version),315733,sertanejo,0.1824828777404034,0.042019136657472,0.2012509427964686,0.2160071259364483,0.0158927710726855,,,,,
50iSPEkwVn1PXeQOzEJGgA,spotify:track:50iSPEkwVn1PXeQOzEJGgA,Me Queimo Sem Você,/paula-fernandes/,Me Queimo Sem Você,166500,sertanejo,0.170167873986065,0.4543884145095937,0.183414705470204,0.0734399775043128,0.0193943037884307,,,,,
1XYFaSSoeaQfmdSTbBanZJ,spotify:track:1XYFaSSoeaQfmdSTbBanZJ,Menino Bonito,/paula-fernandes/,Amanhecer,186600,sertanejo,0.1610118549084289,0.1614677340257906,0.2161174823064355,0.1565858948975801,0.0114675713703033,,,,,
6PQGc8NS9UF2nH9smhutUj,spotify:track:6PQGc8NS9UF2nH9smhutUj,Meu Grito de Amor (Com Eduardo Costa),/paula-fernandes/,Encontros Pelo Caminho,245240,sertanejo,0.0685831791721281,0.8031747574568718,0.0548077590297904,0.0292014879174528,0.0210534934885797,,,,,
4ysw2A0WBkpen4yxV7xqjd,spotify:track:4ysw2A0WBkpen4yxV7xqjd,Meus Encantos (Nunca Só),/paula-fernandes/,Meus Encantos (Brazil Version),279720,sertanejo,0.2148031296208498,0.2212909848894918,0.3477717937901613,0.0707023783586918,0.0334397256374357,,,,,
48Ihl7IB49SPCFnVTm4USs,spotify:track:48Ihl7IB49SPCFnVTm4USs,Mineirinha Ferveu,/paula-fernandes/,As 20 Melhores - Paula Fernandes,195880,sertanejo,0.0632627779967149,0.1306647800374771,0.1056870913133022,0.5205605097115039,0.1036417162977158,,,,,
7LMaDnOm02OWs69ustjg1a,spotify:track:7LMaDnOm02OWs69ustjg1a,Mineirinha Ferveu / Nóis Enverga Mais Não Quebra / Debaixo do Cacho,/paula-fernandes/,Multishow Ao Vivo Paula Fernandes - Um Ser Amor (Deluxe Version / Multishow Ao Vivo / 2013),298320,sertanejo,0.1098218241706487,0.2819797117263072,0.1566009421832857,0.2223693884909151,0.0492803934030233,,,,,
5vuvP4PmeX2LUMMKEW9RTO,spotify:track:5vuvP4PmeX2LUMMKEW9RTO,Mistérios do Tempo,/paula-fernandes/,Multishow Ao Vivo Paula Fernandes - Um Ser Amor (Deluxe Version / Multishow Ao Vivo / 2013),265026,sertanejo,0.196331772842677,0.0109558499534608,0.2096883792313745,0.1933110565645618,0.0042922361462841,,,,,
2aVS7Lv1kgCW5V2MyS3lbe,spotify:track:2aVS7Lv1kgCW5V2MyS3lbe,Música E Rodeio,/paula-fernandes/,Canções Do Vento Sul,233786,sertanejo,0.1119003290776161,0.426294788019731,0.1173281885683535,0.1093476727372034,0.0234396120067683,,,,,
5vU596AZRMYubjqxAsvr0l,spotify:track:5vU596AZRMYubjqxAsvr0l,Na Contramão,/paula-fernandes/,Multishow Ao Vivo Paula Fernandes - Um Ser Amor (Deluxe Version / Multishow Ao Vivo / 2013),198080,sertanejo,0.33756118286401,0.1307519128313283,0.2103043316863475,0.1014081250876186,0.0410766736604271,,,,,
4UVc89yLQc8WrdKLJnZOAu,spotify:track:4UVc89yLQc8WrdKLJnZOAu,Não Fui Eu,/paula-fernandes/,Multishow Ao Vivo Paula Fernandes - Um Ser Amor (Deluxe Version / Multishow Ao Vivo / 2013),243613,sertanejo,0.186031363031361,0.0115111731865903,0.2635679189115761,0.1778389919782056,0.0081535069039089,,,,,
2r0b4y0fdJabgiULJmrt59,spotify:track:2r0b4y0fdJabgiULJmrt59,Não Te Troquei por Ela (Part. Gustavo Mioto),/paula-fernandes/,"Origens (Ao Vivo Em Sete Lagoas, Brazil / 2019)",198591,sertanejo,0.099623915366828,0.5367571009555826,0.2109002900309858,0.0500491786282508,0.0177607062505555,,,,,
25q1uwWc4XUchZeDAZNiHq,spotify:track:25q1uwWc4XUchZeDAZNiHq,Nem Pensar,/paula-fernandes/,Paula Fernandes Ao Vivo (Deluxe Edition),252360,sertanejo,0.1538526198128235,0.2337072723312295,0.1899293016176668,0.1417372885625808,0.0130085789132861,,,,,
4Qj222R3k8X5EAdwLfpoOU,spotify:track:4Qj222R3k8X5EAdwLfpoOU,Nos braços do amor,/paula-fernandes/,Hora Certa,226041,sertanejo,0.1929583303048273,0.020316154812462,0.2263237373903392,0.1847993305767885,0.0084291235543786,,,,,
4qINZTDDQiuY8f2iC1aBh2,spotify:track:4qINZTDDQiuY8f2iC1aBh2,Nunca Mais Eu e Você,/paula-fernandes/,As 20 Melhores - Paula Fernandes,267360,sertanejo,0.2671223608776925,0.1390488713514053,0.3949535563588141,0.0694957920350133,0.0247631249949334,,,,,
2dFzdSLb77IeMtjkJhX5YR,spotify:track:2dFzdSLb77IeMtjkJhX5YR,O Que Combina Comigo É Você,/paula-fernandes/,Histórico (Ao Vivo),198848,sertanejo,0.1875556712184332,0.0553833487501828,0.1939160501933653,0.1857621654635294,0.007767687551677,,,,,
2dFzdSLb77IeMtjkJhX5YR,spotify:track:2dFzdSLb77IeMtjkJhX5YR,O Que Combina Comigo é Você (Com Zé Henrique e Gabriel),/paula-fernandes/,Histórico (Ao Vivo),198848,sertanejo,0.1884251276118445,0.0503821754246014,0.194894967402797,0.18691028727917,0.0077746948227284,,,,,
7uI1Twl5fY7560NUbVBUG5,spotify:track:7uI1Twl5fY7560NUbVBUG5,Ok!,/paula-fernandes/,Canções Do Vento Sul,223640,sertanejo,0.196816839580424,0.0335502674570298,0.2501701213885097,0.1707078804145566,0.0132992586004546,,,,,
31asAVJX4AV9TwhOzPmX9R,spotify:track:31asAVJX4AV9TwhOzPmX9R,Olhos de Céu,/paula-fernandes/,Amanhecer (Ao Vivo),265173,sertanejo,0.2015050791203973,0.3743352969177061,0.2040397293865678,0.0774634538218378,0.0227141163777558,,,,,
