,ID do Spotify,IDs do Artista,Nome da Faixa,Nome do Álbum,Nome do(s) Artista(s),Duração (ms),Popularidade,Dançabilidade,Energia,Tonalidade,Intensidade Sonora,Modo Musical,Intensidade Vocal,Acústica,Instrumental,Vivacidade,Valência,Ritmo,Letra,Frequência de Palavras,Gênero,Década
397,1I7Wdy1EqoukGudODDZOTs,7hLjkyL9Pz9xtQNahzJZki,Eternamente,Desafio,Belo,265333,49,0.533,0.543,9.0,-7.471,1.0,0.0359,0.639,0.0,0.234,0.124,129.328,todo amor nao dura eternamente tudo acaba gente sente sent mundo desabando mim pensei cheguei ate falar pra sempre calei cala consente aceitar fim vou jurar dizer nao amo enganar sei coracao so quer amar nao sei amor nao pode diferente poi sei gente sonha amor pode durar sempre entao nao volta pra possa entregar sentir vida eternamente,"{""todo"": 1, ""amor"": 3, ""nao"": 5, ""dura"": 1, ""eternamente"": 2, ""tudo"": 1, ""acaba"": 1, ""gente"": 2, ""sente"": 1, ""sent"": 1, ""mundo"": 1, ""desabando"": 1, ""mim"": 1, ""pensei"": 1, ""cheguei"": 1, ""ate"": 1, ""falar"": 1, ""pra"": 2, ""sempre"": 2, ""calei"": 1, ""cala"": 1, ""consente"": 1, ""aceitar"": 1, ""fim"": 1, ""vou"": 1, ""jurar"": 1, ""dizer"": 1, ""amo"": 1, ""enganar"": 1, ""sei"": 3, ""coracao"": 1, ""so"": 1, ""quer"": 1, ""amar"": 1, ""pode"": 2, ""diferente"": 1, ""poi"": 1, ""sonha"": 1, ""durar"": 1, ""entao"": 1, ""volta"": 1, ""possa"": 1, ""entregar"": 1, ""sentir"": 1, ""vida"": 1}",samba,2000.0
398,7tHg1eKtgUaoJeIJK6DUJw,00ep8cgSCWpbduJ1URTq4f,Tudo Passa,Adryana E A Rapaziada,Adryana E A Rapaziada,236786,42,0.704,0.456,0.0,-8.306,1.0,0.0286,0.478,0.0,0.185,0.644,123.705,tudo vida passa tudo vida passa so nao passa voce so nao passa voce saudade nao graca vou tentando esquecer deixa ficar lado devagarinho ouvir dizer dizer ainda vai ter chance desse romance acontecer ah nao va dizer adeus coracao prometeu nunca ia dar errado caso ah coracao ainda corpo nao esqueceu so dizer faco pra ter voce aqui quero voce pra mim pra mim pra mim andando rua procurando voce sinto percebo hoje quero ver lembro doi fico assim meio jeito querendo so voce yeah yeah,"{""tudo"": 2, ""vida"": 2, ""passa"": 4, ""so"": 4, ""nao"": 5, ""voce"": 6, ""saudade"": 1, ""graca"": 1, ""vou"": 1, ""tentando"": 1, ""esquecer"": 1, ""deixa"": 1, ""ficar"": 1, ""lado"": 1, ""devagarinho"": 1, ""ouvir"": 1, ""dizer"": 4, ""ainda"": 2, ""vai"": 1, ""ter"": 2, ""chance"": 1, ""desse"": 1, ""romance"": 1, ""acontecer"": 1, ""ah"": 2, ""va"": 1, ""adeus"": 1, ""coracao"": 2, ""prometeu"": 1, ""nunca"": 1, ""ia"": 1, ""dar"": 1, ""errado"": 1, ""caso"": 1, ""corpo"": 1, ""esqueceu"": 1, ""faco"": 1, ""pra"": 4, ""aqui"": 1, ""quero"": 2, ""mim"": 3, ""andando"": 1, ""rua"": 1, ""procurando"": 1, ""sinto"": 1, ""percebo"": 1, ""hoje"": 1, ""ver"": 1, ""lembro"": 1, ""doi"": 1, ""fico"": 1, ""assim"": 1, ""meio"": 1, ""jeito"": 1, ""querendo"": 1, ""yeah"": 2}",samba,2000.0
399,1Cn42z1q8r9hGECUFHBzQo,1fUSLFr4WUBx7joEcGwpvG,Futuro Prometido,É Diferente,Sorriso Maroto,201360,55,0.672,0.559,11.0,-9.314,0.0,0.0437,0.573,0.0,0.0727,0.421,133.977,lua prometi ali sol so amanha terra pe flor prometi ali guardada pra dar voce sei nao vi futuro prometido vim cobrar voce jurou amar fazer feliz rasguei plano engano envolver coracao cigano leviano fez sofrer casa prometi ali esperando amanha vida pe anel prometi ali guardado pra dar voce sei nao vi futuro prometido vim cobrar voce jurou amar fazer feliz rasguei plano engano envolver coracao cigano leviano fez sofrer 2x magoas seguirei paz nao vou dizer nao amarei nunca porque coracao sempre capaz amar rasguei plano engano envolver coracao cigano leviano fez sofrer magoas seguirei paz,"{""lua"": 1, ""prometi"": 4, ""ali"": 4, ""sol"": 1, ""so"": 1, ""amanha"": 2, ""terra"": 1, ""pe"": 2, ""flor"": 1, ""guardada"": 1, ""pra"": 2, ""dar"": 2, ""voce"": 4, ""sei"": 2, ""nao"": 4, ""vi"": 2, ""futuro"": 2, ""prometido"": 2, ""vim"": 2, ""cobrar"": 2, ""jurou"": 2, ""amar"": 3, ""fazer"": 2, ""feliz"": 2, ""rasguei"": 3, ""plano"": 3, ""engano"": 3, ""envolver"": 3, ""coracao"": 4, ""cigano"": 3, ""leviano"": 3, ""fez"": 3, ""sofrer"": 3, ""casa"": 1, ""esperando"": 1, ""vida"": 1, ""anel"": 1, ""guardado"": 1, ""2x"": 1, ""magoas"": 2, ""seguirei"": 2, ""paz"": 2, ""vou"": 1, ""dizer"": 1, ""amarei"": 1, ""nunca"": 1, ""porque"": 1, ""sempre"": 1, ""capaz"": 1}",samba,2000.0
400,7H8zey5My6uNdD2TxeCb9F,0cQbJU1aAzvbEmTuljWLlF,Don't Speak,Tragic Kingdom,No Doubt,263000,1,0.522,0.707,5.0,-7.113,0.0,0.0354,0.24,2.04e-05,0.156,0.572,76.05,you and we used to be together every day together always i really feel that i losing my best friend i ca believe this could be the end it look though you letting go and if it real well i want to know chorus speak i know just what you saying so please stop explaining tell it hurt speak i know what you thinking i need your reason tell it hurt our memory they can be inviting but some are altogether mighty frightening we die both you and i with my head in my hand i sit and cry chorus it all ending i got ta stop pretending who we are you and i can see u dying are we chorus i know you good i know you good i know you real good oh la la ohh ohh hush hush darling hush hush darling hush hush tell it hurt 2x,"{""you"": 9, ""and"": 5, ""we"": 4, ""used"": 1, ""to"": 2, ""be"": 3, ""together"": 2, ""every"": 1, ""day"": 1, ""always"": 1, ""i"": 14, ""really"": 1, ""feel"": 1, ""that"": 1, ""losing"": 1, ""my"": 3, ""best"": 1, ""friend"": 1, ""ca"": 1, ""believe"": 1, ""this"": 1, ""could"": 1, ""the"": 1, ""end"": 1, ""it"": 6, ""look"": 1, ""though"": 1, ""letting"": 1, ""go"": 1, ""if"": 1, ""real"": 2, ""well"": 1, ""want"": 1, ""know"": 6, ""chorus"": 3, ""speak"": 2, ""just"": 1, ""what"": 2, ""saying"": 1, ""so"": 1, ""please"": 1, ""stop"": 2, ""explaining"": 1, ""tell"": 3, ""hurt"": 3, ""thinking"": 1, ""need"": 1, ""your"": 1, ""reason"": 1, ""our"": 1, ""memory"": 1, ""they"": 1, ""can"": 2, ""inviting"": 1, ""but"": 1, ""some"": 1, ""are"": 3, ""altogether"": 1, ""mighty"": 1, ""frightening"": 1, ""die"": 1, ""both"": 1, ""with"": 1, ""head"": 1, ""in"": 1, ""hand"": 1, ""sit"": 1, ""cry"": 1, ""all"": 1, ""ending"": 1, ""got"": 1, ""ta"": 1, ""pretending"": 1, ""who"": 1, ""see"": 1, ""u"": 1, ""dying"": 1, ""good"": 3, ""oh"": 1, ""la"": 2, ""ohh"": 2, ""hush"": 6, ""darling"": 2, ""2x"": 1}",samba,1990.0
401,4hNMTaMMztc30ZgaQEdzhE,4iSCnPLAtjX7BK8RGOp0Kf,Preciso Desse Mel,Pra Gente Se Encontrar de Novo,Grupo Sensação,233351,51,0.634,0.563,7.0,-10.164,1.0,0.0504,0.21,0.0,0.15,0.676,145.212,beleza pisou passarela desse coracao tudo mim certeza mudou luz chegou pra iluminar chao onde quer va voce acompanha ligo radio voce cancao mundo cheio paixao voce poesia mim piano jazz tamborim violao estrela guia desse azul fim luz chegou pra iluminar chao onde quer va e caminho ten carinho lev pro ceu faz sorrir faz sonhar preciso desse mel beijo dou calor quentinho embaixo cobertor faz sorrir faz sonhar preciso desse amor quero tudo voce pra dar corpo todo sabor olhar faz sorrir faz sonhar preciso amar,"{""beleza"": 1, ""pisou"": 1, ""passarela"": 1, ""desse"": 4, ""coracao"": 1, ""tudo"": 2, ""mim"": 2, ""certeza"": 1, ""mudou"": 1, ""luz"": 2, ""chegou"": 2, ""pra"": 3, ""iluminar"": 2, ""chao"": 2, ""onde"": 2, ""quer"": 2, ""va"": 2, ""voce"": 4, ""acompanha"": 1, ""ligo"": 1, ""radio"": 1, ""cancao"": 1, ""mundo"": 1, ""cheio"": 1, ""paixao"": 1, ""poesia"": 1, ""piano"": 1, ""jazz"": 1, ""tamborim"": 1, ""violao"": 1, ""estrela"": 1, ""guia"": 1, ""azul"": 1, ""fim"": 1, ""e"": 1, ""caminho"": 1, ""ten"": 1, ""carinho"": 1, ""lev"": 1, ""pro"": 1, ""ceu"": 1, ""faz"": 6, ""sorrir"": 3, ""sonhar"": 3, ""preciso"": 3, ""mel"": 1, ""beijo"": 1, ""dou"": 1, ""calor"": 1, ""quentinho"": 1, ""embaixo"": 1, ""cobertor"": 1, ""amor"": 1, ""quero"": 1, ""dar"": 1, ""corpo"": 1, ""todo"": 1, ""sabor"": 1, ""olhar"": 1, ""amar"": 1}",samba,2010.0
402,7iAoviMRUPdsFdttWAcQQO,3mOxuJjInEZjV0DSgfncPe,Bonansa,Meus Sucessos # 4,Grupo Malícia,241693,23,0.582,0.524,1.0,-12.985,0.0,0.0399,0.454,0.0,0.327,0.89,152.187,magoa curtida sempre traz dor fazendo sentir gosto amargo fel tamanha desilusao pensar feliz dia iria cortar mal raiz magoa curtida sempre traz dor fazendo sentir gosto amargo fel tamanha desilusao pensar feliz dia iria cortar mal raiz espera alcancar pode confiar bonanca ira despertar trazendo lenitivo pra dor renascendo amor raiz certeza feliz,"{""magoa"": 2, ""curtida"": 2, ""sempre"": 2, ""traz"": 2, ""dor"": 3, ""fazendo"": 2, ""sentir"": 2, ""gosto"": 2, ""amargo"": 2, ""fel"": 2, ""tamanha"": 2, ""desilusao"": 2, ""pensar"": 2, ""feliz"": 3, ""dia"": 2, ""iria"": 2, ""cortar"": 2, ""mal"": 2, ""raiz"": 3, ""espera"": 1, ""alcancar"": 1, ""pode"": 1, ""confiar"": 1, ""bonanca"": 1, ""ira"": 1, ""despertar"": 1, ""trazendo"": 1, ""lenitivo"": 1, ""pra"": 1, ""renascendo"": 1, ""amor"": 1, ""certeza"": 1}",samba,2000.0
403,3q1h8qrluRMcc5xAlgo7EI,3figZhnsYcp2d8ErNqk3qV,Telefone,O Segundo,Razao Brasileira,219133,27,0.538,0.757,2.0,-8.69,1.0,0.0995,0.395,0.0,0.155,0.741,89.394,amor favor nao desligue telefone mulher voce homem 2x vida inteira dei amor deslize nao perdoou errei porque nao amou to carente perdoa amor errei porque nao amou to carente perdoa favor ve tempo pra cabeca sai vida ante enlouqueca novo historia nao venha desculpar voce nao vale nada telefone vou desligar amor favor nao desligue telefone mulher voce homem 2x amor favor nao desligue telefone mulher voce homem 2x vida inteira dei amor deslize nao perdoou errei porque nao amou to carente perdoa amor errei porque nao amou to carente perdoa favor ve tempo pra cabeca sai vida ante enlouqueca novo historia nao venha desculpar voce nao vale nada telefone vou desligar amor favor nao desligue telefone mulher voce homem,"{""amor"": 8, ""favor"": 6, ""nao"": 14, ""desligue"": 4, ""telefone"": 6, ""mulher"": 4, ""voce"": 6, ""homem"": 4, ""2x"": 3, ""vida"": 4, ""inteira"": 2, ""dei"": 2, ""deslize"": 2, ""perdoou"": 2, ""errei"": 4, ""porque"": 4, ""amou"": 4, ""to"": 4, ""carente"": 4, ""perdoa"": 4, ""ve"": 2, ""tempo"": 2, ""pra"": 2, ""cabeca"": 2, ""sai"": 2, ""ante"": 2, ""enlouqueca"": 2, ""novo"": 2, ""historia"": 2, ""venha"": 2, ""desculpar"": 2, ""vale"": 2, ""nada"": 2, ""vou"": 2, ""desligar"": 2}",samba,1990.0
404,4b7WeDjK1ebViOPBdcx9Jb,44bTyoaIb7WzzkYNj4y0cX,Tô Fazendo Falta,Sentimento de Mulher,Eliana de Lima,234733,0,0.656,0.752,0.0,-5.172,1.0,0.0487,0.249,0.0,0.673,0.698,166.224,ontem encontrei voce tao bonito demais parecia ate nada aconteceu jeito feliz bem vida sei la alguma coisa nao convenceu ainda faz conta nao ai pra mim voce nao engana sei voce ainda ta afim diz pra fazer assim voce pode ter tempo pra pensar eternidade pra arrepender ta cara pra ver olhar to fazendo muita falta pra voce loucura nao ouvir coracao desse jeito gente pede pra sofrer nao quero ver solidao to fazendo muita falta pra voce to fazendo falta to fazendo falta falta pra voce,"{""ontem"": 1, ""encontrei"": 1, ""voce"": 7, ""tao"": 1, ""bonito"": 1, ""demais"": 1, ""parecia"": 1, ""ate"": 1, ""nada"": 1, ""aconteceu"": 1, ""jeito"": 2, ""feliz"": 1, ""bem"": 1, ""vida"": 1, ""sei"": 2, ""la"": 1, ""alguma"": 1, ""coisa"": 1, ""nao"": 5, ""convenceu"": 1, ""ainda"": 2, ""faz"": 1, ""conta"": 1, ""ai"": 1, ""pra"": 9, ""mim"": 1, ""engana"": 1, ""ta"": 2, ""afim"": 1, ""diz"": 1, ""fazer"": 1, ""assim"": 1, ""pode"": 1, ""ter"": 1, ""tempo"": 1, ""pensar"": 1, ""eternidade"": 1, ""arrepender"": 1, ""cara"": 1, ""ver"": 2, ""olhar"": 1, ""to"": 4, ""fazendo"": 4, ""muita"": 2, ""falta"": 5, ""loucura"": 1, ""ouvir"": 1, ""coracao"": 1, ""desse"": 1, ""gente"": 1, ""pede"": 1, ""sofrer"": 1, ""quero"": 1, ""solidao"": 1}",samba,2010.0
405,6EbbpFc64M1VBp7E29qnQv,6NqIUh0cpaygBWUUAjBaog,Amantes,Vida,Ara Ketu,300240,49,0.658,0.743,9.0,-7.681,0.0,0.0419,0.223,0.0,0.0721,0.625,96.065,vou caminhando ruas pensando voce ness momentos gente consegue ver voce diz casamento vai mal trai ja nao quer nao vai pergunto afinal pra voce simple amante nada alem prazer voce entrega pra mim hora certa fim diz ate amanha vai queria bem amante quero ter voce tempo todo queria bem amante quero ter voce aqui conto horas faltam dia vem nao quero dividir amor ninguem fico pensando voce possa dizer ja contou notou quis saber machuca peito dor esperar quero amar simplesmente poder abracar quero voce so pra mim hora certa fim nao quero ouvir voce dizer adeus queria bem amante quero ter voce tempo todo queria bem amante quero ter voce,"{""vou"": 1, ""caminhando"": 1, ""ruas"": 1, ""pensando"": 2, ""voce"": 11, ""ness"": 1, ""momentos"": 1, ""gente"": 1, ""consegue"": 1, ""ver"": 1, ""diz"": 2, ""casamento"": 1, ""vai"": 3, ""mal"": 1, ""trai"": 1, ""ja"": 2, ""nao"": 4, ""quer"": 1, ""pergunto"": 1, ""afinal"": 1, ""pra"": 3, ""simple"": 1, ""amante"": 5, ""nada"": 1, ""alem"": 1, ""prazer"": 1, ""entrega"": 1, ""mim"": 2, ""hora"": 2, ""certa"": 2, ""fim"": 2, ""ate"": 1, ""amanha"": 1, ""queria"": 4, ""bem"": 4, ""quero"": 8, ""ter"": 4, ""tempo"": 2, ""todo"": 2, ""aqui"": 1, ""conto"": 1, ""horas"": 1, ""faltam"": 1, ""dia"": 1, ""vem"": 1, ""dividir"": 1, ""amor"": 1, ""ninguem"": 1, ""fico"": 1, ""possa"": 1, ""dizer"": 2, ""contou"": 1, ""notou"": 1, ""quis"": 1, ""saber"": 1, ""machuca"": 1, ""peito"": 1, ""dor"": 1, ""esperar"": 1, ""amar"": 1, ""simplesmente"": 1, ""poder"": 1, ""abracar"": 1, ""so"": 1, ""ouvir"": 1, ""adeus"": 1}",samba,2000.0
406,0ZLCCih935NYuRDczmjMdi,6NqIUh0cpaygBWUUAjBaog,Sempre Será,Ara Ketu Dez,Ara Ketu,240600,46,0.712,0.662,6.0,-10.759,1.0,0.0262,0.246,0.0,0.199,0.678,124.889,gosto ficar olhando passo tempo imaginando modo amar toda vez vejo quero desejo nao pra disfarcar preciso dar jeito nessa paixao guardada dentro peito amor demais pra dar fico lado olhar apaixonado so voce nao ve beijo rosto boca sente gosto beijo pra valer acho tudo loucura coracao dispara gente nao segura amor quero voce assim serum vai acontecer sei esperar voce nao entende coisas digo coracao lugar pra gente viver sonhar quer receber dar voce nao entende mexeu comigo quero voce vou amar,"{""gosto"": 2, ""ficar"": 1, ""olhando"": 1, ""passo"": 1, ""tempo"": 1, ""imaginando"": 1, ""modo"": 1, ""amar"": 2, ""toda"": 1, ""vez"": 1, ""vejo"": 1, ""quero"": 3, ""desejo"": 1, ""nao"": 5, ""pra"": 4, ""disfarcar"": 1, ""preciso"": 1, ""dar"": 3, ""jeito"": 1, ""nessa"": 1, ""paixao"": 1, ""guardada"": 1, ""dentro"": 1, ""peito"": 1, ""amor"": 2, ""demais"": 1, ""fico"": 1, ""lado"": 1, ""olhar"": 1, ""apaixonado"": 1, ""so"": 1, ""voce"": 5, ""ve"": 1, ""beijo"": 2, ""rosto"": 1, ""boca"": 1, ""sente"": 1, ""valer"": 1, ""acho"": 1, ""tudo"": 1, ""loucura"": 1, ""coracao"": 2, ""dispara"": 1, ""gente"": 2, ""segura"": 1, ""assim"": 1, ""serum"": 1, ""vai"": 1, ""acontecer"": 1, ""sei"": 1, ""esperar"": 1, ""entende"": 2, ""coisas"": 1, ""digo"": 1, ""lugar"": 1, ""viver"": 1, ""sonhar"": 1, ""quer"": 1, ""receber"": 1, ""mexeu"": 1, ""comigo"": 1, ""vou"": 1}",samba,1990.0
407,2pgP6IT08m0Uw9cEMZM7A6,6NqIUh0cpaygBWUUAjBaog,Ara Ketu Bom Demais,Bom Demais,Ara Ketu,239026,56,0.699,0.746,8.0,-8.762,1.0,0.042,0.26,0.000137,0.14,0.847,102.26,nao pra esconder sinto voce ara nao nao nao nao so sei corpo estremece pernas desobedecem inconscientemente gente danca maozinhas entao embalancam passa vou atras so sei ara ketu bom demais dancei quebrei balancei vibrei ara ketu fez dancar bota maozinhas pro ar,"{""nao"": 5, ""pra"": 1, ""esconder"": 1, ""sinto"": 1, ""voce"": 1, ""ara"": 3, ""so"": 2, ""sei"": 2, ""corpo"": 1, ""estremece"": 1, ""pernas"": 1, ""desobedecem"": 1, ""inconscientemente"": 1, ""gente"": 1, ""danca"": 1, ""maozinhas"": 2, ""entao"": 1, ""embalancam"": 1, ""passa"": 1, ""vou"": 1, ""atras"": 1, ""ketu"": 2, ""bom"": 1, ""demais"": 1, ""dancei"": 1, ""quebrei"": 1, ""balancei"": 1, ""vibrei"": 1, ""fez"": 1, ""dancar"": 1, ""bota"": 1, ""pro"": 1, ""ar"": 1}",samba,1990.0
408,2HmzooWLxieWjDWbtY5OdH,0w5dgIahLkN5zcvXm52x64,Sem Perceber,Sem Perceber,Cecéu Muniz,265013,0,0.498,0.65,11.0,-6.667,1.0,0.047,0.382,0.0,0.0715,0.768,144.326,peguei juntando partes uniao quebrou falta compreensao sabendo falso amor dediquei voce notou sei fraco querer apego facil assim sei tambem dia aprender gostar gosta mim perceber envolvi inteiro nesse amor amor perceber deixou solidao solidao quer machucar pobre coracao envolvi perceber agora amor envolvi perceber agora amor peguei juntando partes uniao quebrou falta compreensao sabendo falso amor dediquei voce notou sei fraco querer apego facil assim sei tambem dia aprender gostar gosta mim perceber envolvi inteiro nesse amor amor perceber deixou solidao solidao quer machucar pobre coracao envolvi perceber agora amor envolvi perceber agora amor 2x,"{""peguei"": 2, ""juntando"": 2, ""partes"": 2, ""uniao"": 2, ""quebrou"": 2, ""falta"": 2, ""compreensao"": 2, ""sabendo"": 2, ""falso"": 2, ""amor"": 10, ""dediquei"": 2, ""voce"": 2, ""notou"": 2, ""sei"": 4, ""fraco"": 2, ""querer"": 2, ""apego"": 2, ""facil"": 2, ""assim"": 2, ""tambem"": 2, ""dia"": 2, ""aprender"": 2, ""gostar"": 2, ""gosta"": 2, ""mim"": 2, ""perceber"": 8, ""envolvi"": 6, ""inteiro"": 2, ""nesse"": 2, ""deixou"": 2, ""solidao"": 4, ""quer"": 2, ""machucar"": 2, ""pobre"": 2, ""coracao"": 2, ""agora"": 4, ""2x"": 1}",samba,2010.0
409,0GK5CMlwh68R5sUOok1ulg,52RruQrQFrceqVPk1glgqd,Saudade Vem,Brilhante Raro,Adryana Ribeiro,247146,36,0.695,0.697,2.0,-7.204,1.0,0.0423,0.595,0.0,0.217,0.594,140.058,adryana ribeiro voce fazer comigo fez provar mel tirou tento esquecer nao consigo penso dia inteiro nesse amor hora acordo desejo hora almoco penso ti noite sinto falta beijo poi chega hora dormir saudade vem deita lado lugar diz pra mim nao queira vou amar ja tentei ficar outra pessoa nao deu sei la falta sempre alguma coisa toa pra conquistar comparo cada beijo beijos voce deu nao pra sentir outro desejo poi coracao ainda saudade vem deita lado lugar diz pra mim nao queira vou amar,"{""adryana"": 1, ""ribeiro"": 1, ""voce"": 2, ""fazer"": 1, ""comigo"": 1, ""fez"": 1, ""provar"": 1, ""mel"": 1, ""tirou"": 1, ""tento"": 1, ""esquecer"": 1, ""nao"": 5, ""consigo"": 1, ""penso"": 2, ""dia"": 1, ""inteiro"": 1, ""nesse"": 1, ""amor"": 1, ""hora"": 3, ""acordo"": 1, ""desejo"": 2, ""almoco"": 1, ""ti"": 1, ""noite"": 1, ""sinto"": 1, ""falta"": 2, ""beijo"": 2, ""poi"": 2, ""chega"": 1, ""dormir"": 1, ""saudade"": 2, ""vem"": 2, ""deita"": 2, ""lado"": 2, ""lugar"": 2, ""diz"": 2, ""pra"": 4, ""mim"": 2, ""queira"": 2, ""vou"": 2, ""amar"": 2, ""ja"": 1, ""tentei"": 1, ""ficar"": 1, ""outra"": 1, ""pessoa"": 1, ""deu"": 2, ""sei"": 1, ""la"": 1, ""sempre"": 1, ""alguma"": 1, ""coisa"": 1, ""toa"": 1, ""conquistar"": 1, ""comparo"": 1, ""cada"": 1, ""beijos"": 1, ""sentir"": 1, ""outro"": 1, ""coracao"": 1, ""ainda"": 1}",samba,2000.0
410,4PkT9N0YU5gZuoGoNPiso7,1HucUej5LMUobpPxFzeVUl,Talismã,Pagode Saudade 2 - EP,Elson,288280,0,0.617,0.536,7.0,-12.309,1.0,0.038,0.433,0.0,0.075,0.586,139.087,sabe quanto tempo nao vejo cada vez voce longe gosto voce sabe pensei facil esquecer jeito fragil dar receber so voce so voce ilumina pequeno talisma doce rotina amar toda manha momentos dificeis voce diva amor nao segredo sabe tudo doi joga medos vai saudade diz pra diz pra aparecer vai saudade ve troca solidao pra valer viver,"{""sabe"": 3, ""quanto"": 1, ""tempo"": 1, ""nao"": 2, ""vejo"": 1, ""cada"": 1, ""vez"": 1, ""voce"": 5, ""longe"": 1, ""gosto"": 1, ""pensei"": 1, ""facil"": 1, ""esquecer"": 1, ""jeito"": 1, ""fragil"": 1, ""dar"": 1, ""receber"": 1, ""so"": 2, ""ilumina"": 1, ""pequeno"": 1, ""talisma"": 1, ""doce"": 1, ""rotina"": 1, ""amar"": 1, ""toda"": 1, ""manha"": 1, ""momentos"": 1, ""dificeis"": 1, ""diva"": 1, ""amor"": 1, ""segredo"": 1, ""tudo"": 1, ""doi"": 1, ""joga"": 1, ""medos"": 1, ""vai"": 2, ""saudade"": 2, ""diz"": 2, ""pra"": 3, ""aparecer"": 1, ""ve"": 1, ""troca"": 1, ""solidao"": 1, ""valer"": 1, ""viver"": 1}",samba,2010.0
411,4VpE7rWXV6rYoHoUTjHoii,1WkZvxuA4zCcFF9GChK6Vr,Não Tão Menos Semelhante,20 Sucessos do Fundo de Quintal,Grupo Fundo De Quintal,252893,33,0.601,0.682,2.0,-6.594,1.0,0.0314,0.363,0.0,0.194,0.784,143.126,tanto tempo luz acesa ninguem perceba repente luz apagara tanto tempo ceu estrelas aproveite piscar ceu desabara so resta certeza saber tal princesa nao doce amada castelo colorido vive sonho destruido paz desvirginada nada possa fazer prazer poder eternizar basta saber vida fez rumos diferente vida segue fernte queira deus acostume qualquer outro perfume nao tao menos semelhante sabe outros carinhos queira deus outros caminhos nao lembrem semblante,"{""tanto"": 2, ""tempo"": 2, ""luz"": 2, ""acesa"": 1, ""ninguem"": 1, ""perceba"": 1, ""repente"": 1, ""apagara"": 1, ""ceu"": 2, ""estrelas"": 1, ""aproveite"": 1, ""piscar"": 1, ""desabara"": 1, ""so"": 1, ""resta"": 1, ""certeza"": 1, ""saber"": 2, ""tal"": 1, ""princesa"": 1, ""nao"": 3, ""doce"": 1, ""amada"": 1, ""castelo"": 1, ""colorido"": 1, ""vive"": 1, ""sonho"": 1, ""destruido"": 1, ""paz"": 1, ""desvirginada"": 1, ""nada"": 1, ""possa"": 1, ""fazer"": 1, ""prazer"": 1, ""poder"": 1, ""eternizar"": 1, ""basta"": 1, ""vida"": 2, ""fez"": 1, ""rumos"": 1, ""diferente"": 1, ""segue"": 1, ""fernte"": 1, ""queira"": 2, ""deus"": 2, ""acostume"": 1, ""qualquer"": 1, ""outro"": 1, ""perfume"": 1, ""tao"": 1, ""menos"": 1, ""semelhante"": 1, ""sabe"": 1, ""outros"": 2, ""carinhos"": 1, ""caminhos"": 1, ""lembrem"": 1, ""semblante"": 1}",samba,2010.0
412,6fiHLddllyCPabVqIPwWG0,1WkZvxuA4zCcFF9GChK6Vr,Amor Dos Deuses,20 Sucessos do Fundo de Quintal,Grupo Fundo De Quintal,265533,34,0.59,0.731,9.0,-7.202,0.0,0.0427,0.21,0.0,0.368,0.762,145.316,quero ter voce pra mim berco dessa fonte amor tao clara sonho acordado bracos pra abrandar anseios grande rio correr pro mar vou seguindo correnteza prazer amar chego pensar paraiso cheio felicidade faco crer amor igual gente posso jurar pra voce nunca viu tanto amor assim tao diferente amor deuses invejei quisera parar mundo agora eternizando enfim sentimento universo anunciar nada vai separar amor queria pele corpo pra junto voce todo tempo so assim realizar desejo amar amor,"{""quero"": 1, ""ter"": 1, ""voce"": 3, ""pra"": 4, ""mim"": 1, ""berco"": 1, ""dessa"": 1, ""fonte"": 1, ""amor"": 6, ""tao"": 2, ""clara"": 1, ""sonho"": 1, ""acordado"": 1, ""bracos"": 1, ""abrandar"": 1, ""anseios"": 1, ""grande"": 1, ""rio"": 1, ""correr"": 1, ""pro"": 1, ""mar"": 1, ""vou"": 1, ""seguindo"": 1, ""correnteza"": 1, ""prazer"": 1, ""amar"": 2, ""chego"": 1, ""pensar"": 1, ""paraiso"": 1, ""cheio"": 1, ""felicidade"": 1, ""faco"": 1, ""crer"": 1, ""igual"": 1, ""gente"": 1, ""posso"": 1, ""jurar"": 1, ""nunca"": 1, ""viu"": 1, ""tanto"": 1, ""assim"": 2, ""diferente"": 1, ""deuses"": 1, ""invejei"": 1, ""quisera"": 1, ""parar"": 1, ""mundo"": 1, ""agora"": 1, ""eternizando"": 1, ""enfim"": 1, ""sentimento"": 1, ""universo"": 1, ""anunciar"": 1, ""nada"": 1, ""vai"": 1, ""separar"": 1, ""queria"": 1, ""pele"": 1, ""corpo"": 1, ""junto"": 1, ""todo"": 1, ""tempo"": 1, ""so"": 1, ""realizar"": 1, ""desejo"": 1}",samba,2010.0
