,Nome da Música,ID do Artista,Letra Tratada,Raiva,Medo,Alegria,Tristeza,Surpresa,Gênero,Valor
161550,Pra Tocar,/c4bal/,pra tocar em o casa em o bairro tocar em o rua arrasa bairro de o lua pra tocar alto entao continuar time pro ta em o palco x pra molecada em o rua mensagem passo de o areo pra conquistar espaco goiania em o rap nois amar homenagem facar sabotagem em o braco so comeco mano to avisar vamo dinheiro porra virar correr familia quanta gente trilhar disposicao disciplina brilhar ah branco rimar classe to gasper ate estilo master mestre em esse arte desafia em o jogo tomar cheque mate pra tocar em o casa em o bairro tocar em o rua arrasa bairro de o lua pra tocar alto entao continuar time pro ta em o palco x gasper chegar cabal abafar gente cheio bala em o dente som quente gasper proximo logico nois primo queimar toxico rock flow pra resto comedir rock gol pra tocar em o casa em o bairro tocar em o rua arraza bairro de o lua pra tocar alto entao continuar time pro ta em o palco x,0.2179280656389889,0.185574625164736,0.0354413719323922,0.1875520740402859,0.0052945069619452,sertanejo,1
161551,Prova Pro Povo,/c4bal/,inocente senhor juiz ritmo poesia amor fiz juro falar verdade pro juri nome ta em o muro de o cidade procure humildade entao calcar sandalia subo em o palco derrubo falso em o batalha estilo racional cabal nao falha canalhar microfone navalha começar som universal assinei contrato universal nao gangster nao under comercial voce querer rotular entao rap nacional mestre cerimonia em o espirito faco lirico escutei thaide estudar Marcelo d entao escutar som bater martelo refrao provo pro pra julgar nascer loirinho olho verdinho vir a o banco de o reu x loirinho olho verdinho vir ca juiz memo de o disco fiz demo mixtape disco procurar nemo pra historio vencer pra vitor leoes entro em o cova movo de o jogo profissional inova de o cabal musica pro duvida musico prova pro c exploder entao parar flow flow show show voce comparar sangue vamo vamo nao som parar em o telefone ipod som ta la derrubo casa saio de o escombro tranquilo tirar sujeira de o ombro furia tita sp funk estacionar van gente descer tanque refrao olhar em o olho verde em o moral voce to real pra nao to brincar cheguei ja ficar ja tar em o palco rimar levar som hoje loja voce achar compra pirato voce gostar voce baixar ouve letra bumbo caixa pra julgar ouve faixa,0.2164032900473101,0.1889648224750998,0.0226404499844643,0.1912932673731117,0.0042345167312304,sertanejo,1
161552,Quem É Ela ?,/c4bal/,liga chamar amiga amar nao querer so deixala cinta Liga em o cama nao lig pra fama briga reclamar so querer deixala cinta liga em o lama aonde comigo ti levar voce nao nao parar continuar em o jogo ate chegar em o topo pra levar aonde vao escutar gente conhecer crianca apaixonar em um pista danca passo hoje ta crescer namoro adolescente pra mulher de o vida alegrar entristecer enerva calmo ouco sinto em o alma entao nao duvidar unico voce nao ligo musica by romero,0.2259763844544066,0.1829890244756824,0.0320464335090941,0.1913272551668338,0.0054266915540208,sertanejo,1
161553,Quem É o Cara?,/c4bal/,cbalr falar cbalr cbalr deixar falar pra voce cara chegar festa mundo olhar ate ta pressa menina piro to em o pista cabeca de ela vira exorcista cara puxa capivar release mostrar rimo cara olhar pra cara otario nao comparar time organizacao tabajar relaxa ta lir claro gostar ja ta rir bone pro lar calca cair resultado cbal ta sair musa gisele trabalho curva pirelli licenca peao Ja volto deixar so milhao refrao x cbalr cara vir cara querer cara em o vip so soltando fumaco ouvir rap em o vip ta beber em o garrafa ta em o cara c b l vamo la sangue b rap ta em o ar voce ta cara em o poster to em o jogo cara em o poker pronto pra jogar entao encarar apostar irmao preparar nao to so so entao reparar time pro so nao separar so pra cara cade ta em o areo nego pagar pra so cara querer tirar lazer achar voluntaria pra levar pro ap cara querer represento braza perguntar pro mr Cartoon paciencia aprender mestre peca encaixam tetris Refrao x cbalr cara vir cara querer cara em o vip so soltando fumaco ouvir rap em o vip ta beber em o garrafa ta em o cara c cara questao nao querer calar mundo so nego nao querer falar ta legal fingir nao conhecer em o real voce nao conhecer cbal cb compre vida ensinar conte ninguem so junto bonde vir gorillaz King Kong man cbal cb charlier brown em o rap nacional canibal edmur animal em o selva sao Paulo aprender manual pagar pau nao falar nao nao falar inveja mulher ne apostar voce poodle nao cara procurar em o google refrao x cbalr cara vir cara querer cara em o vip so soltando fumaco ouvir rap em o vip ta beber em o garrafa ta em o cara c by Alexandre banks,0.2044132614973931,0.1859762363019399,0.0457254052453203,0.1877094341034533,0.0066237865248693,sertanejo,1
161554,Quem Vai?,/c4bal/,intro uaaaaaa owwww prova cabal pro hip hop uaaaaaa owwww bomba ponta gancho mundo pra esquerda volver volver mundo pra volver volver esquerda volver volver esquerdar volver volver cabal balar envolver ta ligar levada desenvolver ta rua cheio anoitecer feira luo cheio acontecer rapaziar mundo em o pano plano role mano ta chamar ae tamo chegar aebomba voce bomba meia noite bicho lua plin brilho cegar nao to achar vinho chapar de o madrugada pra casa sozinho nao nao vou vir a o mundo pra pista ficar cheio amigo chega chegar vir cabal bomba refrao x mundo volta pra pista vagabur invade festa nome em o lista x bomba bico sujo correr atra gente correr mundo nao correr ai pra chegar junto entrar sair ficar oh nao ligar entao repare bomba man em o producao nao pra ninguem capaz som levar aler vir mundo ate ze Gonzalez vir cabal vir tambem em esse vir voce passar nao valer man tranquilo pra curtir baile ouvir som so jason sales to nome em o lista so querer pra pista danca licenca seguranco mano gente detesto entrevista entao gente entrar festa revista refrao x mundo volta pra pista vagabur invade festa nome em o lista x cabal c b l louco fumaca ar separa garrafa taca bar so pra familia pra falar giria congonha santo dumontr cep tocar rap canto som rappin hood rap de o levante copo saude rap som bomba seguir em o tom chegar junto rap de o perguntar sentido to Firmao eis exercito de o rap heliao negro li unir to chamar falar porta abrir entrar paz junto tropa querar refrao x mundo volta pra pista vagabur invade festa nome em o lista x gancho x mundo pra esquerda volver volver mundo pra volver volver esquerda volver volver esquerdar volver volver chapa quente,0.2069544316735115,0.1878792389295994,0.0367113989777856,0.1894575526646801,0.0068666563602161,sertanejo,1
161555,Roubo A Cena,/c4bal/,vista voce nao ta pronto desista antiheroi justiceiro salr mundo fico dinheiro gravar acao outro de o ladrao cuspo fogo boca de o dragao mar roupa pro caixao em o nome mandar conta pro patrao querer conta mega roubo cena regra cortar fatia de o bolo pra din pra pronta entregar mao a o alto sao Paulo cabal aka c chamar lalau faco exatamente titulo roubo cena roubo jogo juiz maos a o alto roubo cena assalto to ate em o datena pega acertar c acertar roubo cena roubo cena ceno de o rap nao mega Sena falar grazi clickr paparazzi prestar atencao frase de o panela coloco rap em o tela nao gostar rap apelar lanceiir cd chamei isabela ouvir nao gostar joguar por o janela roubo cena henry sobel chegar em o club top model querer time pro ja grammy nao premio nobel ego taoer dever voce ve em o ego sandy rouba publico de o outro memo fa de o chitaozinho xororo fa emo mao a o alto roubo cena assalto to ate em o datena pega acertar c acertar motivar coracao valente Time pro rap ta em o coracao de o gente roubo cena pablo escobar poe ingresso pra vender facar esgotar casa cheio to Deus trabalho to focar em o tao focar ficar bolar fuder advogado judeu roubo mato estupro cena pagar nao cumpro pena voce alguer morrer fico ultimo em o arena cleptomaniaco dia parar to em o correrio tru de o abrigo ate em o rap roubo cena artigo,0.2204388722311703,0.1896496495755854,0.015664762759115,0.1924121806368927,0.0041327996004835,sertanejo,1
161556,São Paulo - Sp,/c4bal/,inteligencia secret de o selva concreto paulista revolucao ta em o televisao guerra vista rua olhar rua falar dai bala voar ai boca calar mendigo dividir espaco barata rato vidro quebrar em o calcada urinadas fato cidade queima calor esquina cliente dinheiro escolhe puta cocaina de o zona oeste pra leste de o zona norte pra sul sao Paulo pestir morte cabul taliba de aqui mau la nego subir dinheiro rezar ala em o terra de o garoa chuva acir vida curto rapir sao Paulo sp discovery channel vejo selva em o tv refrao x sao Paulo sp capital paulista cidade capitalista sao Paulo sp capital paulista voce so capital em o lista campo nao ta limpo nao belo vista barra ja ta fundar em o capital paulista troca tiro retiro treta imigrante cano cospe ficar bastar vivo pra morrer entao nao facilite em esse tela quente viver em o limite de o banco de o vida de o velocidade vejo correrio dia em o cidade mino viver facil sampa ce encontrar amor nao precar mastercard compra moleque ano doir acontecer troxa duver aposta querer pagar pra idade documento em esse terra de o garoa de o maldade ferro berra forca touro perigo taurus sampa versao urbano de o parque de o dinossauro refrao x alo ruim em esse cidade viver passar necessidade nascer em esse cidade correr em esse cidade crescir em esse cidade morrer em esse cidade em o capital de o Estado so hospital quebrar viver escola desempregado corrupcao em o policia em o cerebro de o nacao poluicao oxigenio em o pulmao irmao algum acontecer em o coracao vejo graffiti em o muro em o sao joao em o sao joao em o sao bento de o cultura nascimento em o luz pedreiro nao cimento movimento vender compra rapir raio entender comprar cd em o maio em o cidade falsidade em o page malandragem abencoar em o praca de o,0.2371288230642674,0.1862123579485341,0.0093972540053068,0.1936556137807199,0.0044743171019943,sertanejo,1
161557,Se For C4,/c4bal/,gear c invar brasilia explodo planalto so pra politico jogar mao pro alto assalto mandar de o morro pro asfaltar exercito la mentalidade militar estrategia guerra derrubar fazendar desocupar terra tatico gramatico em o pratico c igual bomba matematico estatica sonoro nao escutar radio cobrar nao pagar pra tocar ta sobrar gravadora querer contratar lixo vender hora contraatacar acabar falsidade em o cidade teatro c proxidade c ato terrorista baila cabalr exploder pista c explodo microfone em o mao c derrubo predio cair em o chao c cara de o inovacao sao Paulonova yorkporto alegre em o missao,0.2240240488667039,0.1877175044268369,0.0188982580148145,0.1914412942045598,0.0049708827864377,sertanejo,1
161558,Segue O Mestre,/c4bal/,mao pra falar mao pra time pro em esse porra voce nao correr nois entao corra nois senhoritar vir pra pista falar gostar pedir bis ma ouve falar a o vivo sao Paulo som ta em o talo entao claro nao calo nao voce ouvir intro primo preto ta prova nao minto i ai primo voce querer sintar melhorar vinho tinto ano trabalhar de o mano ninguem algu falar mano duver em o estudio palco colar adesivo mao pra seguir mestre outro mixtape outro semestre ate parecer voce nao conhecer voce rap entao reconhecer cliente fornecer pista danca mulherada enlouquecer assunto negocio ligar em o nextel pagar conta joga mao cer mao pra falar mao pra time pro em esse porra voce nao correr nois entao corra nois senhoritar vir pra pista falar gostar pedir bis ma ouve falar a o vivo sao Paulo som ta em o talo entao claro nao calo nao,0.3402438847348092,0.1563002831768244,0.022956092259846,0.1617242000880648,0.0103205158375201,sertanejo,1
161559,Sem Drama,/c4bal/,andar comigo andar comigo fuma comigo respirar c c vida tela entao olhar pra nao esqueca de o alma lembrar de ela facar voce querer facar pra vida alma casa janela faco pra cara odeir faco rap nao boy favor o so time pro em o jogo panela rap tacar fogo queima ta em ela jogo aguo em ele faco tinta c pintar aquarela nao miguel falar belo dono de o quartafeira falar de ela shi conversa paralelo conversa voce comecar moleque mandar confessar em o capela imaginar vagabur manda capela pra por o saco falar musica fraco falar voce puta babaco nao pare bomba em o pista faco musica forte falador nao abuse de o sorte esperar cabal nao esperar de isso melhor preciso decor ta a o vivo em o rede record querer nao to em o fazenda nascimento de o filha ta em o agenda etender familia vir entao aprenda querer dinheiro vida nao ta venda mario claro bemvinda papai nao pro linda to em o correria dia maratonar mao de o maradona jesus nao de o madonna pro fas ajudar nao julgar voce depender pra mudar vao divulgar ja chegar cara querer rotular querer rap popular nao transformar rap de aquilo de o Estados Unidos rap so mudar ficarr Unidos deixar pra la duver mente fechar ouvido virar moda odiar gritar rua nois maria outro perder voz voce cara falar faco som pra boys cara ouve ciara souljo boy radio tocar musica black gringa tulio teder espaco nao acreditar em o rap nao to em o rapnewns em o espaco rap em o mano mina plano rima nao amigo ta la nao so cader bomba jackson dima falar pensar faco prima pra ficar simples pra voce faco cquarta pra voce pagar conta em o de o mes entao ajudar nao voce voce sao continuir mente abrir hit questao gente acertar consistencia alertar empenho so pra mudar merda nao pro tv famo pro c grana so pra viver drama mente nao abrir desencano to ha quase semana,0.3245701678097245,0.1544122458435593,0.0487522855401034,0.1612707457970825,0.0068022931518496,sertanejo,1
161560,Sempre Alerta,/c4bal/,sentido leste radial alertar dj king cabalr mente abrir em o apetite verde aperto tao errar deixar gente acertar x gente acertar aperto declarar temporada caca aperto em ele poe dinheiro em o cabeca oferta em ele nao pra timar pro quebra em um crime so braco perno de eles derruba de o joga pedra em ele jogar sujo entao joga merdo neles tomar de eles tomar fumar erva de eles chama filho de o puta enervar sao crianco auxilio enxergar tretar domicilio la entregar de o acelera ta tranquilo ninguem considerar apagar farol abaixar som esperar esperar buuum ja sentido leste radial alertar dj king cabalr mente abrir em o apetite verde aperto tao errar deixar gente acertar x,0.2468676325399426,0.1833045545965432,0.0163099187193433,0.18550214379793,0.0059003197820855,sertanejo,1
161561,Seu Monstro,/c4bal/,refrao em ao ar corro monstro mar em esse porra nao morro monstro zico em o levada monstruoso demonstro fico chego foda monstro x origame vejo rima nao arrumar monstro pro vadia Game chupa Cabra arranco sangue dracula vilao pedir bicho papao monstro sa super atual ligar super bacanal mitologia grego matar quimera fiz magia negro chapar labirinto minotauro pensar tar extinguir game tiranossauro caco instinto nascer pa predador em o epoco romano gladiador flow congelar homem de o Neves so tar nadar monstro de o lago ness to madkutz bruxo monstro produtor comer vivo origame pro tumor refrao em ao ar corro monstro mar em esse porra nao morro monstro zico em o levada monstruoso demonstro fico chego foda monstro x prodigio fabricar monstro brasa nego chapa louco zona norte chegar pratico em o jogo de o caca cacador tatica de o lobo fingir pastor maia claro nao ligo monstro tim maia vivo morrer morrer vivo sigo em o terra de o garoa nao cabelo Avoa arte de o guerra nao to atoa ligeiro alemoa pa boitata caipora bor la iara maluco nego daguo nadar em o madruga acolo nao trabaia lutar conquistar mae nao de o hahaha cbalr nao ajudar irmao nao julgar mente cruo chupa chupa sangue suga prodigio canto lirico presente corpo espirito de o dan monstro biblico behemoth leviatar refrao em ao ar corro monstro mar em esse porra nao morro monstro zico em o levada monstruoso demonstro fico chego foda monstro x guzzy yeyeah im that mothacka tell the other mothafuckas Fall back Before i go off up in thi mothafucka mothafucka im sick Yeah im sicker than i ever been so sick shit i think i need som medice espanco speaker mato beat nao justifico cbalr diamante origame chegar comoeu fico fico foda estoro four mar salve ja pro gringo acostumar cheiro mar dedo Ja pro bico foco Orkut falar curtar chapa coco fico loco pro de o problema tambem de o solucao gringo ta em o beat Wzy em o producao eae irmao chapadao de o beat is ignorante mc filho de o puta estourar altofalante refrao em ao ar corro monstro mar em esse porra nao morro monstro zico em o levada monstruoso demonstro fico chego foda monstro x wzy monstro em o rima entao esperar wzy apavore ouco mina Wzy devorir bitch ouve beat pular baby its just party deixo beat cabeca igual mula em o folclore bicho papao de o som faco grave tremer dia caneta em o mao wzy em o producao anomalia juro nao querer ninguem acreditar entao vadia matar vadia vadia necrofilia woooo salver cbal rap brasileiro representar rap tuga beat trap Lex luger nao to pra fredy krueger entao aonde gente nao compare time pro hora de o horror em o hop hari entao olhe aler tambem eminem Am so misturar frakenstein voce nao sobrar pra ninguem gente ta em o flow correr fuja nome de o Lista Ja constar eeverybody Knows im Mother Fucking monster refrao em ao ar corro monstro mar em esse porra nao morro monstro zico em o levada monstruoso demonstro fico chego foda monstro x cbalr Deus monstro naoum monstrao monstro sa Monstrinho em o contencao nois ta cachorro loco agosto negro monstro zico ogro chorar chegar craque pro pedreiro servente flow espatular pra calcular dinheiro voce mentir conte fabular Gargula grotesco noite quente bonde crapula ralo carne espelho dente conder dracular oh monstro falar orra fico foda tabular cachorra big brother talulo sodomar gomorra fodir masturbar mar em esse porra abrir boca ejacular matar norma matar aka normar bate nao novela roubo cena parar em o esquina de o Flamengo novavelha Escola assassino realengo oww refrao em ao ar corro monstro mar em esse porra nao morro monstro zico em o levada monstruoso demonstro fico chego foda monstro x,0.4227199302986262,0.126674205996096,0.0560208454844535,0.1360526834614573,0.0123621190432456,sertanejo,1
161562,"Sim, Nós Podemos",/c4bal/,algum perguntar falar nao musica facar sermao luo pregador pelamor Deus to pra pastor alemao late atividade em o Lage movo claro querer role carro querer voce querer mudanca nao justica nao esper seguranca depender ja crianca acreditar esperanca geracao historia geracao ta vitoria de o paz de o amor de o democracia pra pensar demorariar mudar mundo em o jovem em o movemo vagabur faco martin luther king dream sonho nao acabar John Lennon Transformo sonho som don cannon gente torce por o obama fodaser Bush mau osama guerrar vejo outro panorama Mary j blige em o more drama fico puto tru politico corrupto entao escutar Brasil putar parir nao vamo ficar so em o discurso olhar lir brilho solar vir retorno de o filho pro lar chegar dia chuvoso hoje chegar dia de o mudar mundo em o jovem em o movemo vagabur by romero,0.3259349774569271,0.1513510281918569,0.0564976860769086,0.1564362345496189,0.0132296396186573,sertanejo,1
161563,Som da Rua,/c4bal/,aumentar volume rap tremer chao japao to em o fm nao paro entao our nao falar vao claro nao sao Paulo irmao voce estao pensar rap brincaderar disculpa to trazeno de o fera fazeno barulho to trazeno britadera bando derrubar mc maner banda intende mandar som gente vender atende mandar propaganda paga ja de o poe em o rua som Ja andar time agil time fragil crio voce copiar crime plagio so estagio pra enxe pacaembu tremer estadio refrao x sair casa pro carro aumentar som de o radio bater de o cara som de o rua de o vizinho ta bolar tremer ate telhado nao de o pra ficar parar som de o rua ta ligar aumentar volume sair casa costume ficar dexa vizinho acostumar dexa chamar cindico zelador barulho tremer ate elevador ta gostano de o rap amizade so to comecar nao to de o metade exercito cercar cidade certo gente invadequir falar critico atirrar so errar nao esperar fizecer rockn roll flow voce nao esperar ta to voce ta aonde em o capa de o jornal dj nao tocar em um nacional dj c cabalr som rua compromisso intao gente continuar refrao x sair casa pro carro aumentar som de o radio bater de o cara som de o rua de o vizinho ta bolar tremer ate telhado nao de o pra ficar parar som de o rua ta ligar mundo em o barrulho mundo em o esquerda barrulho ta em o fundo ta em o frente barrulho mundo vir gente barrulho mundo em o barrulho mundo em o esquerda barrulho ta em o fundo ta em o frente barrulho mundo vir gente barrulho barrulho barrulho barrulho barrulho,0.216808888269588,0.1894818571978247,0.0198608625796618,0.1912930560152742,0.005811190116219,sertanejo,1
161564,Som de Estilo,/c4bal/,som estilo som estilo som estilo classico ouve som de este em o ar de este de o familia destinar brilhar sol nascer em o cer astro de este de o fidel castro revolucionario missionario prohiphop ai rima fisionario curti violino lembro ki lino cantar som drao gravar som acao evolucao forte firmeza zona norte n conto sorte canto ate morte so var coracao vir de o berco ate caixao entao aki chove em o tempestade nao ator n representar verdade chegar pra levar chego pra ficar politicar irmaos fabricar rima festa protestar politica ahar som estilo tambem som de o critica estilo cachorro estilo de o morro estilo gorro estilo falso gritar socorro estilo invasao de o jogoguerra iraque em esse jogo artilheiro em o ataque defesa nao entaum eskeca nao abrir boca naum abro cabeca cabal calar falar bala em o paz cabal falar de o Carnaval aler de o linha reto vir proh fissional som estilo som estilo som estilo,0.2029089632094836,0.195766391273355,0.0108049560076318,0.1973573005496288,0.0029501172248273,sertanejo,1
161565,Stress,/c4bal/,trying hard to Speak and fighting With my weak hand driven to distraction it All part of the plan When Something is Broken and you try to fix it trying to repair it any Way you can de o plano errar humano aprender arte ha ano cotidiano lidar stress pensar outro plano vida acontecer John Lennon de o rap nao deixo sonho acabar senso em o cerebro sono acabar em o som credito honra trabalhar merito nao atrapalhar amor nao degradar pra agradar treta conta pra pagar letra prontas pra gravar bomba bagda dom adaptar monstro habitat luz pra sombra clarear chandon caviar bagui virar pai pra criar filha ex mina ligar pensar ta gravir imaginar ligacao sintonia fino dadivo divino responsa de o vida nao magico dedicacao lapida linha disciplina praticar comecar concentrar templo reconservar silencio conversar reconheco erro aprer tento consertar nao conseguir tropecar recomecar to tentanto trying hard to Speak and fighting With my weak hand driven to distraction it All part of the plan When Something is Broken and you try to fix it trying to repair it any Way you can de o plano entao puto marte terraqueo insano pensar nao sofri stress nao vitimizar parecer mortovivo sonho lucir sono polifasico zumbi filosofico feliz ja perdi filho pra aborto irmao pra suicidio mae pra vicio em o uti em o coma alcoolico quase perdi em o droga nao desisti fe decidir ficar foda em o musica foco pressa dia fodase rimar ultima stress culpa assumar pecar desculpa arrumo pra arrumar rumo a o suprasumo flash tar cego luz em o de o tunel de o tirar ate aluno licao iluminar atencao determinar vida ensin aula comecar cromossomo testosterona dna nao nao justificar ciencia mudo pra mudar consciencia de o mundo pra superar exigencia nao mudo essencia de o ate pra venca nao vir pra vir pra diferenca to trying hard to Speak and fighting With my weak hand driven to distraction it All part of the plan When Something is Broken and you try to fix it trying to repair it any Way you can,0.2022633657790719,0.1959707082016392,0.0093834616709495,0.1974947942173456,0.0039774283068252,sertanejo,1
161566,Super Lírico,/c4bal/,super lirico individuo chico xavier de o rap psicografo diver acontecer merecer comigo viver rap sabotage vivo espirito de aqui ate infinito deixo escrever tru faco viver capitulo livro de o Paulo coelho titulo diario mago nao diario idolo olhar curriculo em o quadrado entao ficar em o cubiculo voce tipico idiota de o de o cara so viver fofoca ridiculo cabalr El magnifico preparar lancamento de o disco campeao olimpico lancar abalo sismico chamar ai calo critico foder nao gostar rap explicito moleque falar bosta conta mostrar digito nao resposta so amostra livre tru empurro barras pra so exercicio brilha lua mina nuo estimulo ate tumulo de o rua discipulo mar falador nao cinico querer falar falar mao ventriloquo poesia em o ritmo mc legitimo querer classico culpa de o signo trabalho maximo falar minimo competir comigo dificilimo faco tremer edificio chamar sindico altar definicao flow tao nitir cabal em o televisao voce nao tir de o canal ferver grau centigrar Conheci familia de o big pun entao salver tat cru em o gringa fiz fa voce nao gostar irma cuer de o Cabeca de ela em o diva devar ima atraiar mulher vivant sao Paulo Nova Iorque miami milan icone Bob dylan rap assassino de o abrigo levar comigo jazigo rimo menino represento amigo bater frente ta fodir suicidio bla bla bla perguntar la em o parana de o entao passar pra ca aumentar som soltar fumaca pra jah,0.2187737742438911,0.147274940938223,0.1767515573883423,0.1533557540911712,0.0134805858833714,sertanejo,1
161567,Tá No Erro,/c4bal/,musica dedicar pra pra ta em o erro haha refrao falador n ta em o erro cara so de o mancada ta em o erro vagabunda cheia marra ta em o erro nao bunda feio achar ta em o erro voce ta em o erro voce ta em o erro voce ta em o erro voce ta erro ta em o erro n conhecer alguer n n faco pra falar mundo nao cara mo vagabur so de o mancada falar pa ladrao querer guerra malandrao ate tiro em o pe erra famoso perra perra perrapar ta em o erro pedir cigarro pro jose serra papo curto nao importar prove imbecil zer comecar falar enumero capacidade merda tela nao acertar nego ta errar fumar baseado nego ta ligar ta suar pergunta pro black any ta em o erro refrao falar besteira tomar uhhhh falar tomar uhhhh falar mentira tomar uhhhh ei falador tomar em o cuuuu ta em o erro tomar vaia trampar ano inteiro chegar verao escritorio em o praia time pro voce n sao de o laia serao mcs sao so lacraia voce n amar ta em o erro voce n sair de o lama ta em o erro rapper fama grana ta em o erro vagabunda trama andar pra tra em o tabuleiro falar dinheiro morar pai nao desistir cara brasileiro conhecer alguer ne Shaggy carapuca servir twitter hachiteguir refrao corno manso por o mina pro mano amo trouxa so ficar em o colo pisa em o bola fechar Botao de o camisa em o gola ta em o erro ta em o erro tar ate funeral inteiro nao novela nao acompanhar entao leao de o montanha pisar em o nike air ta em o erro encostar em o bone ta em o erro voce n fecha pro ta em o erro voce pensar to so ta em o erro escutar Brasil justica ta em o erro puta paril policia ta em o erro politico ladrao ta em o erro mao pra hit nao jogar mao ta em o erro refrao,0.5318845044821499,0.0805829318705945,0.1155527861556031,0.1004657795419915,0.0176967037841676,sertanejo,1
161568,Tamo No Jogo,/c4bal/,time pro time pro em o rap ate dia gente virar po selecao brasileiro Mcs golear taoer nx gente foder sao ze pequeno gente nao memo querer voce nao tao pronto pro c kbssa em o ne tamo em o jogo foder cuidando de o negocio judeu nao dinheiro nao ideia to juntar perno centopeia musica centena musica tema moleque problema fiz pro emblema ve em o pano mano tamo em o jogo passar gasolina derramar em o fogo,0.6638015687465668,0.0728321283357217,0.0274012543959536,0.0857453436590729,0.011148547986522,sertanejo,1
161569,Tão Pro,/c4bal/,lembro dezembro ano tar iorque som febre nyc aler de isso fa de o jayz de o lil Wayne de o carter ouvir shawn carter foda estudar volume entao levar comigo estupidez vir arrebentar mostro talento evento apresentar time pro represento so voce olhar pra ve nao preto nao de o gueto entro saio respeito em o andar ar acompanhar anjo tao pro sobro patrocinador mr quartafeira cabalr taoer pro mina vao aonde to ei senhoritar voce tao pro milhao dolar valar voz rocar tao pro canto amor time pro prohiphopr to em o heaven sabar em o Lotus camarote modelo garrafa copo beber mexem corpo deixo nuo tirar foto chefe em o jogo pipoca pular ouve pipoco ensaio pro disco so piloto cquart som ja fiz outro algum cara dao de o falar to tao so pro de o acompanhar entao to querer taoer pro acabo cara mao so pro nao acabar oficial carregar pro profissional cara rap nacional cabal de o comeco ate tao pro sobro patrocinador mr quartafeira cabalr taoer pro mina vao aonde to ei senhoritar voce tao pro milhao dolar valar voz rocar tao pro canto amor time pro prohiphopr rap tio rap Tio nao porra nenhum so reptil rastejar nao pe tio culpa monte rapper debil inedito rap tru filme pro cinema epico mudar cena de o credito pro time pro exercito nao ouco mc forrest gump falar show rima so lan nao talento nao voz fa falar pro amigo pedir em o jovem pan cuspo ti ti time pro monstro frustrar invejoso encontro peso sao peso morrer tao em o rap troco tao pro sobro patrocinador mr quartafeira cabalr taoer pro mina vao aonde to ei senhoritar voce tao pro milhao dolar valar voz rocar tao pro canto amor time pro prohiphopr,0.232417191751301,0.1847906379785854,0.0211606828670475,0.1872893550549631,0.0067270371364427,sertanejo,1
161570,Temporada de Caça,/c4bal/,refrao gente cacar mc detesta falar cabal so mc festa falar adorar mc testa p rima passar hennessy temporada gente cacar mc destesta falar cabal so mc festa falar adorar mc testa falador passar la familiar ta em o caca falar nao voce falar cor nao so falar bajula cabalr ve em o tv nao mudar canal voce nao querer testar nao começar super mc c nao s voce nao julgar nao conhecer som faco foda entao confer graco deus talento voce nao desempenho ta lento detesta chegar em o festa ja entro voce ficar ouve som la inver frustracao ve gente levar rap em o faustao estilo livre nao graca mc pra divertir refrao nao dificil entender nego falar de o p so to em o role r p ze povinho amar odiar to em o correria dia nao alcancar ta medo vir nao ta fome nao ficar olhar feio nao ta achar nao perdi voce nao rimar nao entendi ah exatamente pensar nao to tirar coloquei voce rima em o batalha voce afinar sair de aqui voce nao mc pra leve prima pesar nao correr nao dever senao ce ta ligar cercamo cidade entao Abraca mc agradecer Senao refrao mina ouve rap ta bolar tocar senhoritar aumentar som em o show la ficar falar cabal classico voce perder sinto bro problema flow revelacao em o hutuz em o multishow inovacao camera luz em o yo falar pop popular to pro top nao pular rap jogo vir jogar voce nao jogar jogo de o andar voce morar pai pivete so fa rap falar em o Internet entao nao falar facar mc senao gente sair em o rua cacar mc refrao nego preocupar comigo tatata olhar irmao querer abraco nego preocupar comigo tatata olhar irmao querer abraco by Typh,0.4278574045747517,0.1291485102847218,0.0292738520656707,0.1498163478099738,0.0163117847405372,sertanejo,1
161571,Time Pro Mg,/c4bal/,salver time pro Mg eai mina tamu junto cqua cqua cuidado tabare to em o contramao Time pro bota fe outro colaboracao dia show mina dia so comeco de esse dinastia to perguntar vo voltar pra sao Paulo falar uia so junto em esse tr gente bek book pro sao pensar fecho otario pensar chefe fucionario tao comigo boss dinheiro em o bolso time pro nois tragar rima paz pra mina ate mina entao chegar rapa deixar treta pra la chamar loira morena preta pra ca junto time pro la familia Mostramos quebra ta so matamo de o de o boys nao sobrar po correr nome tru falador mandamos tomar em o cu time pro hey time time pro hey time pro hey time time pro hey prohiphopr c,0.2239406042732296,0.1853745413478463,0.0295318891294296,0.1872068884200413,0.0089794055093078,sertanejo,1
