,Nome da Música,ID do Artista,Letra Tratada,Raiva,Medo,Alegria,Tristeza,Surpresa,Gênero,Valor
113731,I Love Tutoia Com Muito Amor,/lucas-fellix/,vila hoje cidade conver conhecer forte salina em o passado belo pra viver donar mandar em o pedaco exuberante sensacional rio lagoa duna mar turistico fenomenal levantar poeira liberar io io io io io io gritar pro mundo inteiro i lover tutoia amor io io io io io io ligar em o pegado sucesso chegar io io io io io io gritar pro mundo inteiro i lover tutoia amor io io io io io io ligar em o potencia parodia estourar vila hoje cidade conver conhecer forte salina em o passado belo pra viver donar mandar em o pedaco exuberante sensacional rio lagoa duna mar turistico fenomenal levantar poeira liberar io io io io io io gritar pro mundo inteiro i lover tutoia amor io io io io io io ligar em o pegado sucesso chegar io io io io io io gritar pro mundo inteiro i lover tutoia amor io io io io io io ligar em o potencia parodia estourar,0.1403972335858269,0.1292817806126549,0.3281577019952233,0.1321457849582655,0.0175049966201184,sertanejo,1
113732,Para Sempre Mucunã,/lucas-fellix/,vir ai bumba boi mucuno mucuno boizinho mucuno por o amor conhecer por o bailado apaixoneir por o carisma contagia aproximar voce poderar separa deus planejar apagar amor livra boato a o respeito senhor amar sao joao derrame em o bencao protecao licenca apresentar Batalhao pesar tutoia maranhao amar sao joao derrame em o bencao protecao licenca apresentar Batalhao pesar tutoia maranhao ano historia homenagem tutoia festa de o gloria deus tupar em este cordao pesar de o boi exaltar forte ritmo grandioso comemoracao mundo fantasia bailado cativo show em este noite sao joao eis predileto eis unico singelo beleza outro nao ha mucuno amar ano historia homenagem tutoia festa de o gloria deus tupar em este cordao pesar de o boi exaltar forte ritmo grandioso comemoracao mundo fantasia bailado cativo show em este noite sao joao eis predileto eis unico singelo beleza outro nao ha mucuno amar,0.1725942669203503,0.1516135260229929,0.209798604715615,0.1557254701678173,0.0104614970041437,sertanejo,1
113733,Tutoia Beach,/lucas-fellix/,ei festa hoje to mostrar fiz dou cidade natal tutoia beach tutoia maranhao mundo lf ligar em o potencia tutoia princês taoer belo pedaco donar forte feliz acolhedor terra repleta encanto beleza historia fantastico tutoiense princês taoer belo de o coracao cidade humilde forte religioso praia duno lagoa diversao inspirador convincente maravilhosa vir conhecer tutoia ano emancipacao politico fase mudanca evoluir populacao crescente hospitaleira amar famoso belo atraente terra de o camarao de o tremembe Guerreira eis nao vontade abandona ei festa hoje to mostrar fiz dou cidade natal tutoia beach ei festa hoje to mostrar fiz dou cidade natal tutoia beach princesa taoer belo pedaco donar forte feliz acolhedor terra repleta encanto beleza historia fantastico tutoiense princês taoer belo de o coracao cidade humilde forte religioso praia duno lagoa diversao inspirador convincente maravilhosa vir conhecer tutoia ano emancipacao politico fase mudanca evoluir populacao crescente hospitaleira amar famoso belo atraente terra de o camarao de o tremembe Guerreira eis nao vontade abandona ei festa hoje to mostrar fiz dou cidade natal tutoia beach ei festa hoje to mostrar fiz dou cidade natal tutoia beach tutoia maranhao mundo ligar em o potencia tutoia tutoia beach,0.0091161247459238,0.0058388456585815,0.9597112543415274,0.0078713012684599,0.0076940706931054,sertanejo,1
113734,Tutóia Viva 80 Anos,/lucas-fellix/,de o belo areia dourar terra nobre de o tremembe heranca reliquia preservar visitar procurar eis conhece nao esquecer voltar ano vivo tutoia eis raiz joia tesouro descobrir de o belo areia dourar terra nobre de o tremembe heranca reliquia preservar visitar procurar eis conhece nao esquecer voltar ano vivo tutoia eis raiz joia tesouro descobrir de o praia de o barra ponta de o andreza de o duna areia ate arpoador agradeco Deus pai salvador cercar por o mangue beleza natural forte firme guerreira continuaro vir conhecer viver tutoia humilde pescador de o praia de o barra ponta de o andreza de o duna areia ate arpoador agradeco Deus pai salvador cercar por o mangue beleza natural forte firme guerreira continuaro vir conhecer viver tutoia humilde pescador garrir flor perfumar ar mata florir verde coqueiral paraiso encontrar amor tutoia viva ano princesa de o litoral garrir flor perfumar ar mata florir verde coqueiral paraiso encontrar amor tutoia viva ano princesa de o litoral de o historia contar antigo recordarei faco parter cidadao tir amarei cidade honesto honrar terra encanto cultura forte amar obrigar senhor protetor em o morado cidade honesto honrar terra encanto cultura forte amar obrigar senhor protetor em o morada,0.0156575382454318,0.0078548638732171,0.9447440252406518,0.0115113824023862,0.0074133348534814,sertanejo,1
113735,Axé na Veia,/lucas-fellix/,surgir som bombar lotar fervir abalar espalhar legal movimentar rua beco esquino cidade inspiracoes bater alegre envolvente voce ira gostar Carnaval chegar hoje prometer amor jogar pra comecar hit estourar surgir som bombar lotar fervir abalar espalhar legal movimentar rua beco esquino cidade inspiracoes bater alegre envolvente voce ira gostar Carnaval chegar hoje prometer amor jogar pra comecar hit estourar tomar conta de o cidade ooo trazer harmonia felicidade ooo jogar em esse levada garra amor dance vibre cante pule hoje to to to desejo vontade ooo cantar forte pra cidade ooo subir trio noite inteirar mostrar axe em o veia tomar conta de o cidade ooo trazer harmonia felicidade ooo jogar em esse levada garra amor dance vibre cante pule hoje to to to desejo vontade ooo cantar forte pra cidade ooo subir trio noite inteirar mostrar axe em o veia ligar paredao aumentar som dj ta massa soltar vozeirao astral pra extravasa hoje to to axe em o veia Carnaval mar onda dominar viralizar dj arrasa som conquistar radio tocar lf nao Carnaval chegar hoje festa amor coreografar embalo embalo,0.0572073131566864,0.0494535600533707,0.7321901072282339,0.052343444980215,0.0177178957965223,sertanejo,1
113736,Axécoustic,/lucas-fellix/,puxei por o raiz batuque chamar parti axecustic amor puxeir por o raiz batuque chamar parti axecustic amor puxeir por o raiz batuque chamar parti axecustic amor puxeir por o raiz batuque chamar parti axecustic amor Misturo axe pop rock nacional nao nascer em o bahia dou a o Carnaval comigo respeito merecer brasileiro achar voce entender gostar acustico de o jeito romantico botor fe vivo em um mar inspiracao prepare ai mulher em esse levar voce tambem hora libera misturo axe pop rock nacional nao nascer em o bahia dou a o Carnaval comigo respeito merecer brasileiro achar voce entender gostar acustico de o jeito romantico botor fe vivo em um mar inspiracao prepare ai mulher em esse levar voce tambem hora puxei por o raiz batuque chamar parti axecustic amor puxeir por o raiz batuque chamar parti axecustic amor puxeir por o raiz batuque chamar parti axecustic amor puxeir por o raiz batuque chamar parti axecustic amor,0.1862587398965841,0.1751096257241441,0.1034317516023285,0.177111755229998,0.0092150911223141,sertanejo,1
113737,Canto da Sereia,/lucas-fellix/,sentar em o beira de o praia vento em o cara lembrar de o velho cantar ondas de o mar ninguem la ouvir talento suave flor abrir linda estrela brilha pleno constelacao so sentir certo errar nao cair tentacao sentar em o beira de o praia vento em o cara lembrar de o velho cantar ondas de o mar ninguem la ouvir talento suave flor abrir linda estrela brilha pleno constelacao so sentir certo errar nao cair tentacao vumbor canto jogo flor a o mar rainha iemanja vumbora pular jogar danca festa recomecar vumbor canto jogo flor a o mar rainha iemanja vumbora pular jogar danca festa recomecar sereia rainho de o mar canto de o sereia sereia rainho de o mar contar jogar refrao ah ah ah oo ah ah ah oo ah ah ah oo passar Vou avisar Carnaval chegar ah ah ah oo ah ah ah oo ah ah ah oo querer ouvir canto de o Sereia chegar ah ah ah oo ah ah ah oo ah ah ah oo avisa improvisso noite amor ah ah ah oo ah ah ah oo ah ah ah oo canto de o Sereia chegar,0.1803317079087718,0.1747095170198006,0.110623729997314,0.1764133403252341,0.0123637760989365,sertanejo,1
113738,Cheguei Vai Ter,/lucas-fellix/,pra aquecer pra embalar noite vir trazer frio refresca cheguei comecar movimento voce danca danca danca cheguei cheguei em esse swing nao agito potente fa nao largo fiz fiz carinho dedicacao ensin passinho junto povao cheguei cheguei pra jogar pra em o esquerda embalei em o cheguei cheguei jogar pra em o esquerda embalei pra aquecer pra embalar noite vir trazer frio refresca cheguei comecar movimento voce danca danca danca cheguei cheguei em esse swing nao agito potente fa nao largo fiz fiz carinho dedicacao ensin passinho junto povao cheguei cheguei pra jogar pra em o esquerda embalei em o cheguei cheguei jogar pra em o esquerda embalei dia chegar ano alegrio tom musica marca pra conhecer pra destacar cuidar lf sarar cheguei,0.1781185090192592,0.1721260027959942,0.1242910975124682,0.1746985361503901,0.0091893101343883,sertanejo,1
113739,Decola,/lucas-fellix/,chegar dia batuque buzar festa comecar bloco decola tropa formar faltar bagunca bagunco bagunco bagunco bagunco bagunco serar rit de o verao bagunca agradecer erguer mao folia conquista morar em o coracao luz livrar de o escuridao chegar dia batuque buzar festa comecar bloco decola tropa formada faltar bagunca bagunco bagunco bagunco bagunco bagunco serar rit de o verao bagunca agradecer erguer mao folia conquista morar em o coracao luz livrar de o escuridao em esse swing balance envolvimente festa nao festa nao dance de o jeito pra sair perfeito Carnaval ta massa Carnaval ta massa em esse swing balance evolvimente festa nao festa nao dance de o jeito pra sair perfeito Carnaval ta massa Carnaval ta massa Balancaae decolar festa nao nao nao nao balancaae decolar festa nao nao nao nao balancaae decolar festa nao nao nao nao balancaae decolar festa nao nao nao nao em esse swing balance evolvimente festa nao festa nao dance de o jeito pra sair perfeito Carnaval ta massa Carnaval ta massa em esse swing balance envolvimente festa nao festa nao dance de o jeito pra sair perfeito Carnaval ta massa Carnaval ta massa Balancaae decolar festa nao nao nao nao balancaae decolar festa nao nao nao nao balancaae decolar festa nao nao nao nao balancaae decolar festa nao nao nao nao,0.1676323320483786,0.1569458717771339,0.1883486052975054,0.160190718778176,0.015844337060116,sertanejo,1
113740,Dias de Sol - Luca Féllix,/lucas-fellix/,dia sol calor amor paixao Carnaval Carnaval chegar pulsar forte coracao dia sol calor amor paixao Carnaval Carnaval chegar forca animar nacao dia sol calor amor paixao Carnaval Carnaval chegar pulsar forte coracao dia sol calor amor paixao Carnaval Carnaval chegar forca animar nacao simbor levar batuque ta massa mandar manda manda festa comeca ta ligar so so voce som alucinar sol clareia jogar pule dale metaleira som alucinar sol em o bronzea preparese entrar em o clima Sacode engodo ta vir dia sol calor amor paixao Carnaval Carnaval chegar pulsar forte coracao dia sol calor amor paixao Carnaval Carnaval chegar forca animar nacao dia sol calor amor paixao Carnaval Carnaval chegar pulsar forte coracao dia sol calor amor paixao Carnaval Carnaval chegar forca animar nacao simbor levar batuque ta massa mandar manda manda festa comeca ta ligar so so voce som alucinar sol clareia jogar pule dale metaleira som alucinar sol em o bronzea preparese entrar em o clima Sacode engodo ta vir dia sol calor amor paixao Carnaval Carnaval chegar pulsar forte coracao dia sol calor amor paixao Carnaval Carnaval chegar forca animar nacao dia sol calor amor paixao Carnaval Carnaval chegar pulsar forte coracao dia sol calor amor paixao Carnaval Carnaval chegar forca animar nacao,0.1307209150865671,0.1151071840897201,0.4019981389865273,0.1165783628704954,0.0179106941213829,sertanejo,1
113741,Do Verde ao Amarelo,/lucas-fellix/,torce voce querer bombar gol fogo em esse ape circular em o tv novidade querer torcida forte animar de o verde a o amarelo torce voce querer bombar gol fogo em esse ape circular em o tv novidade querer torcida forte animar de o verde a o amarelo nao fique vir conosco festejar abalar vumbor bola detonar jogar pra chutar nao desperdicar vir lance prepare vir gol gol gol gol gol nao ficar vir conosco festejar abalar vumbor bola detonar jogar pra chutar nao desperdicar vir lance prepare vir gol gol gol gol gol de o verde a o amarelo orgulho sincero nao dever satisfacoe ninguem de o verde a o amarelo orgulho sincero nao dever satisfacoe ninguem de o verde a o amarelo orgulho sincero nao dever satisfacoe ninguem de o verde a o amarelo orgulho sincero nao dever satisfacoe ninguem nao ficar vir conosco festejar abalar vumbor bola detonar jogar pra chutar nao desperdicar vir lance prepare vir gol gol gol gol gol nao ficar vir conosco festejar abalar vumbor bola detonar jogar pra chutar nao desperdicar vir lance prepare vir gol gol gol gol gol de o verde a o amarelo orgulho sincero nao dever satisfacoe ninguem de o verde a o amarelo orgulho sincero nao dever satisfacoe ninguem de o verde a o amarelo orgulho sincero nao dever satisfacoe ninguem de o verde a o amarelo orgulho sincero nao dever satisfacoe ninguem,0.2762535559944807,0.1662806673906742,0.0416139598237345,0.1770172768505287,0.009010088338982,sertanejo,1
113742,Levanta Zoeira,/lucas-fellix/,faca chuva facar sol levar voce fa pro arrastao feira levar pra galerada curtir beber baila noite inteirar preparese pra levanto zoeiro rua beco esquino movimento ja curticao alto estima sapeco exploder amor vir em esse levada nao fico de esse encaixar so querer feliz faca chuva facar sol levar voce fa pro arrastao feira levar pra galerada curtir beber baila noite inteirar preparese pra levanto zoeiro rua beco esquino movimento ja curticao alto estima sapeco exploder amor vir em esse levada nao fico de esse encaixar so querer feliz faca chuva facar sol levar voce fa pro arrastao feira levar pra galerada curtir beber baila noite inteirar preparese pra levanto zoeira Le Le Le levantar Le Le Le levantar Le Le Le levantar levantar zoeira Le Le Le levantar Le Le Le levantar Le Le Le levantar feira Le Le Le levantar Le Le Le levantar Le Le Le levantar pra levanto zoeira Le Le Le levantar Le Le Le levantar Le Le Le levantar feira,0.1745504142483694,0.1605168680427595,0.1742806854890653,0.1641391745244615,0.0096797813894226,sertanejo,1
113743,Luz da Paz,/lucas-fellix/,senhor venho entregar joelho ficar problema pecar hoje querer confessar pra voce redimir abrir coracao livrai de esse escuridao afastar angustir dor tristeza sofrer chorar vir pedir perdao atender oracao ja nao querer ficar distante medo nao encontrar amar amar luz de o paz derramai senhor renova purifico luz de o paz amar senhor hoje querer confessar pra voce Luz de o paz derramai senhor renova purifico luz de o paz amar senhor hoje querer confessar pra voce pra voce pra voce senhor venho entregar joelho ficar problema pecar hoje querer confessar pra voce redimir abrir coracao livrai de esse escuridao afastar angustir dor tristeza sofrer chorar vir pedir perdao atender oracao ja nao querer ficar distante medo nao encontrar amar amar luz de o paz derramai senhor renova purifico luz de o paz amar senhor hoje querer confessar pra voce Luz de o paz derramai senhor renova purifico luz de o paz amar senhor hoje querer confessar pra voce pra voce pra voce,0.1781594220083204,0.1859411317855118,0.1122200308600435,0.2313635940663513,0.0127488925354553,sertanejo,1
113744,Maresia,/lucas-fellix/,querer subir ladeira cantar hoje mare cheia rechear surpresa deixar maresia som tocar querer subir ladeira cantar hoje mare cheia rechear surpresa deixar maresia som tocar deixo festa acontecer deixo noite enlouquecer deixo encontrar pra acontecer enlouquecer chamar dancar deixo festa acontecer deixo noite enlouquecer deixo encontrar pra acontecer enlouquecer chamar dancar fevereiro mostrar tempestade fogo prazer dom ate cegar acontecer fevereiro mostrar tempestade fogo prazer dom ate cegar acontecer descer maravilhas transbordar maresia combinar fantasia abalar mar cair em o folia inspirar poesio ta ta querer afogar descer maravilhas transbordar maresia combinar fantasia abalar mar cair em o folia inspirar poesio ta ta querer afogar,0.1954674826934931,0.1757256315555422,0.092947085620835,0.1776346395432481,0.0173727511428295,sertanejo,1
113745,"Me Dê, Me Dê",/lucas-fellix/,nao jeito nao volta atra motivo digar verdade fila andar ja nao nao jeito nao volta atra motivo digar verdade fila andar ja nao verdade esconder sorriso vir homem nao pra acreditar ta lir haa problema corregir deixar som rolar festa bombar aa motivo pra amar ferido voce jogo sujo nao engano motivo pra amar ferido voce jogo sujo nao engano nao jeito nao voltar atra motivo digar verdade fila andar ja nao nao jeito nao volta atra motivo digar verdade fila andar ja nao nao jeito nao volta atra motivo digar verdade fila andar ja nao verdade esconder sorriso vir homem nao pra acreditar ta lir haa problema corregir deixar som rolar festa bomba aa motivo pra amar ferido voce jogo sujo nao engano motivo pra amar ferido voce jogo sujo nao engano nao jeito nao volta atra motivo digar verdade fila andar ja nao,0.3967691384255885,0.1174076455878092,0.0434114771778689,0.1863824593834576,0.0292582925176246,sertanejo,1
113746,Paródia Tutóia de Deus - Lucas Féllix,/lucas-fellix/,belo praia duno manguezal exuberante paisagem humilde amor cidade princês de o frondoso coqueiral belo praia duno manguezal exuberante paisagem humilde amor cidade princês de o frondoso coqueiral tutoia belo vir conhecer donzela terra maranhense brasileiro nordestino abencoar deus tutoia belo vir conhecer donzela terra maranhense brasileiro nordestino abencoar deus vila vicoso salina tutoia Deus vila crescer tornandose cidade cultura forte si tutoia conhecer berco morado terra amar nascer getulio Vargas pracar de o teremembe belo lencois areia compor igarapes cidade religioso trabalhador atencioso praia de o andreza mar beijar pes tutoia belo vir conhecer donzela terra maranhense brasileiro nordestino abencoar deus tutoia belo vir conhecer donzela terra maranhense brasileiro nordestino abencoar deus vila vicoso salina tutoia Deus,0.0199396231328133,0.0155909533204974,0.9107706019422032,0.0176077043579422,0.0069210737128739,sertanejo,1
113747,Paródia Tutoia Nobre - Lucas Féllix,/lucas-fellix/,berco beleza encanto natural guerreiro repleto paz forte morada de o indio teremembe deus morada abencoar es es sol mar vento cessar terra viver praia duna lagoa tutoia nobre vir conhecer sol mar vento cessar terra viver praia duna lagoa tutoia nobre vir conhecer cidade praieiro paraiso em o maranhao rico cultura esplendir tradicao salino vila vicoso aguo tutoia de o tremembe cidade maravilhoso casa religioso es Deus es sol mar vento cessar terra viver praia duna lagoa tutoia nobre vir conhecer sol mar vento cessar terra viver praia duna lagoa tutoia nobre vir conhecer,0.0077528857102151,0.0054812509362817,0.966762186173582,0.006721292028669,0.0033300638315266,sertanejo,1
113748,Pode Ser de Brasília,/lucas-fellix/,ar pe pego mulher mulher querer amor mulher querer prazer claro trouxa pra bancar igual voce voce so dinheiro entao amigo ficar esperto ligeiro nao amor vao atra banca taoer pai brasilia tt mulherada louco luco felix arrebenta brasilia tt mulherada louco luco felix arrebentar,0.4891356009989975,0.1069216615520416,0.0769449418294239,0.1145375384017823,0.0114487515529616,sertanejo,1
113749,Princesa do Meu Mara!!!,/lucas-fellix/,voce carinho coracao trocar voce ja passar cabeca nao troco outro nao belissimo orgulho filho de aqui vontade enrolar lencois areia amor ate duna praia mangue lago municipio brasileiro de o Estado de o maranhao de o portal de o delta delto de o parnaiba encantar vir visitar vir conhecer princesa de o mar refrao contar voce belo historia cidade deus iluminar conosco estal Porto salina vila vicoso nordestina brasileiro tutoia princês de o mar contar voce belo historia cidade deus iluminar conosco estal guerreira humilde singel belo nordestina brasileiro tutoia princês de o Mara voce carinho coracao trocar voce ja passar cabeca nao troco outro nao belissimo orgulho filho de aqui vontade enrolar lencois areia amor ate duna praia mangue lago municipio brasileiro de o Estado de o maranhao de o portal de o delta delto de o parnaiba encantar vir visitar vir conhecer princesa de o mara contar voce belo historia cidade deus iluminar conosco estal Porto salina vila vicoso nordestina brasileiro tutoia princês de o mar contar voce belo historia cidade deus iluminar conosco estal guerreira humilde singel belo nordestina brasileiro tutoia princês de o mar vir conhecer princesa de o mara vir conhecer princesa de o mar,0.0186652670963665,0.0132448801305144,0.9235866216477,0.0152609985379965,0.0044343254412523,sertanejo,1
113750,Quem é o Agito desta Cidade?,/lucas-fellix/,letra aprenda imprimireditarplaylistemail horizonte encontrar em o raio de o sol fortaleci axe em o praia som chegar chegar so curtir novidade vao rolar so querer aonde parar continuar so aquieto ganhar descer ladeira estremecer chao sacudar bandeira hoje jogo de o brasileirao vencer maneira subir degrau alcancar nivel hit de o velho astral descer ladeira estremecer chao Sacode bandeira hoje jogo de o brasileirao vencer maneira subir degrau alcancar nivel hit de o velho astral agito de esse cidade demostre felicidade pro nur voz de este cidade cante estendar mao cer agito de esse cidade mostre simplicidade Forca Garra mel voz de este sociedade jogar pro alto levante mao cer descobri horizonte legal so voce de o so nao sozinho nao desenvolver,0.1541754002799278,0.1460629742476156,0.2509641430806362,0.1487799522408747,0.0114406648790462,sertanejo,1
113751,Saudades - Paródia Especial por Lucas Féllix,/lucas-fellix/,caminhar sobreviver tempestade dia chegar sinto saudade imenso presa em o peito lagrimo correr lembro ja nao doce voz lembrarar carinho Deus console coracoe saudade de oi dia passar sintar saudade deus comigo em o vontade agradeco sintar saudade amigo alegre carinhoso Anjo estarar comigo sintar saudade sa sa so saudade sa sa so saudade so so so saudade saudade saudade so saudade so saudade senhor chamar morada eterno a o ficar recordacoes guardada em o coracao amo levarar vida eis vida fe amor superacao doce voz lembrarar carinho Deus console coracoe saudade de oi dia passar sintar saudade deus comigo em o vontade agradeco sintar saudade amigo alegre carinhoso Anjo estarar comigo sintar saudade sa sa so saudade sa sa so saudade so so so saudade sintar saudade deus comigo em o vontade agradeco sintar saudade amigo alegre carinhoso Anjo estarar comigo sintar saudade sa sa so saudade sa sa so saudade so so so saudade saudade saudade so saudade so saudade,0.0250394279137251,0.021261397982016,0.8638612262438976,0.0482175501529125,0.0160367834614587,sertanejo,1
113752,Se Você for eu Vou (Com Karine Torres),/lucas-fellix/,poderoso conhecer turistico cidade lindo tutoia belo tutoia top preservir ha de esse jovem rio mar frondoso coqueiral elegante eis duna lagoa belo manguezal terra de o tremembe voce mergulhar em o aventura de esse cidade defender respeitar natureza preservar amar cuidar por o maltratar desejar tar campanha cidade limpa tar nao descarter lixo em o cidade tar nao provoque ira de o natureza prejudicar nao so voce consciencio amor,0.0150922831380738,0.0067122560576534,0.9530173270613884,0.0096632195636626,0.004572344740154,sertanejo,1
113753,Tutoia de Deus - I Festival Art Viva Tutoia 83 Anos,/lucas-fellix/,belo praia duno manguezal exuberante paisagem humilde amor cidade princês de o frondoso coqueiral belo praia duno manguezal exuberante paisagem humilde amor cidade princês de o frondoso coqueiral tutoia belo vir conhecer donzela terra maranhense brasileiro nordestino abencoar deus tutoia belo vir conhecer donzela terra maranhense brasileiro nordestino abencoar deus vila vicoso salina tutoia Deus vila crescer tornandose cidade cultura forte si tutoia conhecer berco morado terra amar nascer getulio Vargas pracar de o teremembe belo lencois areia compor igarapes cidade religioso trabalhador atencioso praia de o andreza mar beijar pes tutoia belo vir conhecer donzela terra maranhense brasileiro nordestino abencoar deus tutoia belo vir conhecer donzela terra maranhense brasileiro nordestino abencoar deus vila vicoso salina tutoia Deus,0.0199396231328133,0.0155909533204974,0.9107706019422032,0.0176077043579422,0.0069210737128739,sertanejo,1
113754,Tutoia Nota 10 (Paródia de Humbergson Nascimento),/lucas-fellix/,lir de o sol em esse duna quente em o lencois massa voce custir gostar serio passear misterio praia estao pronta pra banhar vista de o arpoador querer voce amor tao lir aonde lir amanhecer vir conhecer beleza natural ira viver cidade adorar olhar manguezal cidade especial tao lir litoral tutoia nota nao igual vir conhecer pra conhecer tambem voce cidade pedir bis feria vir viajar feliz vista de o arpoador querer voce amor tao lir aonde lir amanhecer vir conhecer beleza natural ira viver cidade adorar olhar manguezal cidade especial tao lir litoral tutoia nota nao igual vir conhecer pra conhecer tambem voce cidade pedir bis feria vir viajar feliz,0.0243921883637082,0.0179541389923541,0.8961988065857435,0.0203279842506159,0.0108634834177791,sertanejo,1
113755,Tutoia Tropical (Rainha do Meu Mara!),/lucas-fellix/,eis majestoso belo apaixonar conhecer historia encanto natural eis majestoso belo humilde cindereler lencois areia lagoa rio praia belissimo manguezal rainhar de o mar lencois areia lagoa rio praia belissimo manguezal tutoia tropical lencois areia lagoa rio praia belissimo manguezal rainhar de o mar vir conhecer terra paradisiacar deltar de o parnaiba vir conhecer terra porto salina vila vicoso tutoia eis majestoso belo apaixonar conhecer historia encanto natural eis majestoso belo humilde cindereler lencois areia lagoa rio praia belissimo manguezal rainhar de o mar lencois areia lagoa rio praia belissimo manguezal tutoia tropical lencois areia lagoa rio praia belissimo manguezal rainhar de o mar vir conhecer terra paradisiacar deltar de o parnaiba vir conhecer terra porto salina vila vicoso tutoia,0.0047726533783131,0.0029891023994422,0.978804420505184,0.0042940748651742,0.0040794817905406,sertanejo,1
113756,"Tutoia, Cidade tão Bela! (Com Karine Torres)",/lucas-fellix/,hello my baby tutoia comemorar ano emancipacao politico la hoje noite nao hora pra acabar ah la rumo a o gosto mergulhar em o rio a o lencois areiar presenciar rica belezas tutoia ta programar conhecer prestigiar tutoia cidade tao belo visitar praia la subir duna deliciar em o lagoa rio mar de este terra programar conhecer prestigiar tutoia cidade tao belo visitar praia la subir duna deliciar em o lagoa rio mar de este terra hello my baby tutoia comemorar ano emancipacao politico la hoje noite nao hora pra acabar ah la rumo a o gosto mergulhar em o rio a o lencois areiar presenciar rica belezas tutoia ta programar conhecer prestigiar tutoia cidade tao belo visitar praia la subir duna deliciar em o lagoa rio mar de este terra programar conhecer prestigiar tutoia cidade tao belo visitar praia la subir duna deliciar em o lagoa rio mar de este terra,0.036486158147454,0.0291394288651644,0.8269390575587743,0.0335353496484456,0.0200389421079306,sertanejo,1
113842,Sou Homem Pra Casar,/samir-matos/,mulherada so reclamar homem nao querer nao levar serio so viver balada so querer pra cama casar presepar so mentira adulterio homem serio piar voce nao de o bola voce nao acreditar homem pra casar namora nao ficar voce nao de o bola voce nao acreditar homem pra casar pra vida de o mao menina querer casar coracao menina de o mao Menina acreditar excecao menina provar,0.2525232845917342,0.1776930654421447,0.0267298089165699,0.182619337760843,0.007242473773658,sertanejo,1
113843,Beijo Saliente,/samir-matos/,querer beijo molhar querer beijo ardente querer beijo demorar beijo saliente nao contento pitoque beijinho querer beijo amor carinho nao contento selinho pitoque querer beijo tesao provoque beija beija beija beija voce prometer beija beija beija beija beijo chocho perder,0.1909585385583339,0.1539791144896296,0.1847736524650822,0.1575833729002621,0.0127610682975499,sertanejo,1
113844,O Sol Brilhou,/samir-matos/,sol brilhar em o pele escuro sol brilhar em o mar em o cer em o rua sol brilhar pai oxalar cura sol brilhar luz empurrar canto negro raca cor vir surgir em o avenida ile salvador em o tambor batido arrepiar emocao flor de o pele so ile passar sol brilhar em o pele escuro sol brilhar em o mar em o cer em o rua sol brilhar pai oxalar cura sol brilhar luz empurrar levo em o braco pra voce querer querar de o vir muher es sol iluminar fonte calor voce em o vida peito sente dor,0.1830068439943714,0.1790877553634343,0.0522899730131024,0.2425120897591112,0.0082532200030981,sertanejo,1
113845,Eu Só Quero Poemas,/samir-matos/,nao querer problema so querer poema colo pra deitar so beijo cinema de o sol ipanema brisa de o mar querer melodia envolver dia nota soltas em o ar so querer alegr pra acabar agonia nascer pra brilhar andar por o cidade atra de o felicidade sorriso olhar querer sol irrader pele contager mergulho azul de o mar querer liberdade amor dignidade pra continuar nao hipocrisia querer samba folia afeto alimentar la la laia laia mergulho azul de o mar la la laia laia afeto alimentar,0.1810835085925643,0.1649273228249511,0.1509222855092949,0.1693780229252293,0.0075512405601329,sertanejo,1
113846,Cantora de axé,/samir-matos/,cantor axe balanca praca conquistar massa arrasto multidoes cheio graca passar arrebatar coracoes em o palco em o trio divo de o Brasil cantor axe forca de o mulher dani ivete ca maga claudinhar deuso orixa rainha pai,0.1220292346319182,0.1100252647651358,0.4274877391289913,0.1128709704556965,0.0129551971331236,sertanejo,1
113847,Salvador Meu Amor,/samir-matos/,ta calor ta fogo salvador amor esquentar em o de o loucura envolvente tomar conto de o gente milhoes pes em o asfalto cantar junto alto energia comandar multidao em o terra bote mao pra sintar vibe em um linda em o avenida sorriso toa io io io io io io ia io io io io io io vir em esse embalo jogar em o festa,0.0699582981644195,0.0590503233717754,0.682547041215002,0.0616688527399671,0.0187085315119473,sertanejo,1
113848,Arrochadeira do Teló,/samir-matos/,loirinho de o Brasil chegar chegar vir trazer dancinha comando facinho ce aprender mistura arrocha quebradeira pra voce mundo ta dancar arrochadeira de o telo comadre vizinho tia avo deli deli delicinha mao em o juizo soltar cinturinha deli deli delicer outro mao em o umbigo Mexendo novinha,0.2047820105683057,0.1589132105465977,0.1397833000519307,0.1621932997833935,0.0258792762178925,sertanejo,1
113849,Até Os 90,/samir-matos/,ai voce aparecer tirar de o Breu iluminar dai gente perceber voce pensar em o futuro amor pra valer voce cuidar cuer voce ate gente aguentar achar passar de o enta pro ate amor alimentar so bastar regar cultivar cuidar,0.0990209566662086,0.0761081310920416,0.5829626885242755,0.0818551335250956,0.0172275576624086,sertanejo,1
